run_id,skew,row_bytes,cores,exec_mem,partitions,aqe,codec,rep,wall_seconds,actual_size_skew,actual_time_skew,cpu_ms_total,delta_ctxt,delta_pgpgout_kb,delta_psi_cpu_some_us,delta_psi_io_full_us,delta_psi_mem_full_us,dropped_caches,error,fetch_wait_ms_total,gc_ms_max_task,gc_ms_total,input,n_reduce_tasks,n_samples,n_tasks_total,peak_dirty_kb,peak_exec_mem_max,peak_writeback_kb,reduce_stage_id,remote_to_disk_total,run_dir,run_ms_total,shuffle_compress,spill_disk_max_task,spill_disk_total,spill_mem_total,sr_bytes_max,sr_bytes_median,sr_records_max,tag,task_ms_max,task_ms_p50,task_ms_p90,task_ms_p99,task_ms_sum,workload
s2_ec2_skew12_rb64_c4_m1500m_p200_aqe0_lz4_rep0,12.0,64,4,1500m,200,False,lz4,0,85.596,11.34943766513188,18.41946308724832,196878,587328,7977840,101955,5252199,0,True,,0,18,410,/data/spark-skew-data/skew12_rb64_p200_g8,200,375,278,6105308,562035920,16072,2,0,/home/ubuntu/spark-skew/results/s2_ec2/s2_ec2_skew12_rb64_c4_m1500m_p200_aqe0_lz4_rep0_bd8da4,197393,True,385705548,385705548,645921584,439297724,38706563.0,8924295,s2_ec2,16467,894.0,1101,1367,198188,sort
s2_ec2_skew12_rb64_c4_m1500m_p200_aqe0_lz4_rep1,12.0,64,4,1500m,200,False,lz4,1,85.325,11.34943766513188,17.860773480662985,197821,585716,7976120,97532,5104997,0,True,,0,11,405,/data/spark-skew-data/skew12_rb64_p200_g8,200,375,278,6131060,562035920,15844,2,0,/home/ubuntu/spark-skew/results/s2_ec2/s2_ec2_skew12_rb64_c4_m1500m_p200_aqe0_lz4_rep1_c6a0cd,198339,True,385705548,385705548,645921584,439297724,38706563.0,8924295,s2_ec2,16164,905.0,1111,1397,199131,sort
s2_ec2_skew12_rb64_c4_m1500m_p200_aqe0_lz4_rep2,12.0,64,4,1500m,200,False,lz4,2,84.544,11.34943766513188,17.611574846967166,195142,580604,7974852,100548,5181153,1,True,,0,12,379,/data/spark-skew-data/skew12_rb64_p200_g8,200,371,278,6010100,562035920,15360,2,0,/home/ubuntu/spark-skew/results/s2_ec2/s2_ec2_skew12_rb64_c4_m1500m_p200_aqe0_lz4_rep2_5e5095,195610,True,385705548,385705548,645921584,439297724,38706563.0,8924295,s2_ec2,15824,898.5,1096,1340,196414,sort
s2_ec2_skew12_rb64_c4_m1500m_p200_aqe0_lz4_rep3,12.0,64,4,1500m,200,False,lz4,3,84.774,11.34943766513188,17.891316526610645,194588,577569,7970932,100532,5563115,3,True,,0,47,376,/data/spark-skew-data/skew12_rb64_p200_g8,200,373,278,6043500,562035920,16384,2,0,/home/ubuntu/spark-skew/results/s2_ec2/s2_ec2_skew12_rb64_c4_m1500m_p200_aqe0_lz4_rep3_a5d5d6,195060,True,385705548,385705548,645921584,439297724,38706563.0,8924295,s2_ec2,15968,892.5,1104,1376,195836,sort
s2_ec2_skew12_rb64_c4_m1500m_p200_aqe0_lz4_rep4,12.0,64,4,1500m,200,False,lz4,4,85.198,11.34943766513188,17.54092920353982,196639,549856,7975684,103417,5560540,1,True,,0,17,346,/data/spark-skew-data/skew12_rb64_p200_g8,200,375,278,6043436,562035920,14748,2,0,/home/ubuntu/spark-skew/results/s2_ec2/s2_ec2_skew12_rb64_c4_m1500m_p200_aqe0_lz4_rep4_cbd26a,197088,True,385705548,385705548,645921584,439297724,38706563.0,8924295,s2_ec2,15857,904.0,1102,1384,197860,sort
s2_ec2_skew16_rb1024_c4_m1500m_p200_aqe0_lz4_rep0,16.0,1024,4,1500m,200,False,lz4,0,22.182,15.821288187875258,25.51219512195122,18535,463105,5854760,83485,4939544,1,True,,0,8,195,/data/spark-skew-data/skew16_rb1024_p200_g8,200,123,279,6094368,486538368,16384,2,0,/home/ubuntu/spark-skew/results/s2_ec2/s2_ec2_skew16_rb1024_c4_m1500m_p200_aqe0_lz4_rep0_61808c,18845,True,162737702,162737702,176160432,595257560,37623836.5,620295,s2_ec2,2092,82.0,106,346,19556,sort
s2_ec2_skew16_rb1024_c4_m1500m_p200_aqe0_lz4_rep1,16.0,1024,4,1500m,200,False,lz4,1,22.487,15.821288187875258,26.158536585365855,19468,484608,5849576,83866,4962636,0,True,,0,14,216,/data/spark-skew-data/skew16_rb1024_p200_g8,200,123,279,6064824,486538368,15040,2,0,/home/ubuntu/spark-skew/results/s2_ec2/s2_ec2_skew16_rb1024_c4_m1500m_p200_aqe0_lz4_rep1_fa9fdf,19817,True,162737702,162737702,176160432,595257560,37623836.5,620295,s2_ec2,2145,82.0,110,470,20523,sort
s2_ec2_skew16_rb1024_c4_m1500m_p200_aqe0_lz4_rep2,16.0,1024,4,1500m,200,False,lz4,2,22.549,15.821288187875258,26.4472049689441,19255,492198,5849512,97431,4916991,0,True,,0,18,130,/data/spark-skew-data/skew16_rb1024_p200_g8,200,123,279,6029948,486538368,16592,2,0,/home/ubuntu/spark-skew/results/s2_ec2/s2_ec2_skew16_rb1024_c4_m1500m_p200_aqe0_lz4_rep2_3aac2d,19517,True,162737702,162737702,176160432,595257560,37623836.5,620295,s2_ec2,2129,80.5,106,499,20235,sort
s2_ec2_skew16_rb1024_c4_m1500m_p200_aqe0_lz4_rep3,16.0,1024,4,1500m,200,False,lz4,3,22.663,15.821288187875258,25.397590361445783,19625,504922,5852576,89106,4770303,1,True,,0,8,117,/data/spark-skew-data/skew16_rb1024_p200_g8,200,125,279,6044600,486538368,16176,2,0,/home/ubuntu/spark-skew/results/s2_ec2/s2_ec2_skew16_rb1024_c4_m1500m_p200_aqe0_lz4_rep3_b83288,19857,True,162737702,162737702,176160432,595257560,37623836.5,620295,s2_ec2,2108,83.0,111,514,20566,sort
s2_ec2_skew16_rb1024_c4_m1500m_p200_aqe0_lz4_rep4,16.0,1024,4,1500m,200,False,lz4,4,22.594,15.821288187875258,26.347826086956523,18482,473360,4310704,75375,4888008,1,True,,0,7,148,/data/spark-skew-data/skew16_rb1024_p200_g8,200,125,279,6084888,486538368,12308,2,0,/home/ubuntu/spark-skew/results/s2_ec2/s2_ec2_skew16_rb1024_c4_m1500m_p200_aqe0_lz4_rep4_73c0dd,18744,True,162737702,162737702,176160432,595257560,37623836.5,620295,s2_ec2,2121,80.5,104,328,19446,sort
s2_ec2_skew16_rb256_c4_m1500m_p200_aqe0_lz4_rep0,16.0,256,4,1500m,200,False,lz4,0,33.034,15.662298537748994,23.546728971962615,48064,483543,5767636,80989,4899587,0,True,,0,8,121,/data/spark-skew-data/skew16_rb256_p200_g8,200,165,279,6082144,587201568,16384,2,0,/home/ubuntu/spark-skew/results/s2_ec2/s2_ec2_skew16_rb256_c4_m1500m_p200_aqe0_lz4_rep0_f90d87,48303,True,143161320,143161320,167771840,591972353,37796007.5,2558702,s2_ec2,5039,214.0,262,501,49013,sort
s2_ec2_skew16_rb256_c4_m1500m_p200_aqe0_lz4_rep1,16.0,256,4,1500m,200,False,lz4,1,32.886,15.662298537748994,24.22695035460993,47922,464815,5767076,79647,4481045,0,True,,1,9,102,/data/spark-skew-data/skew16_rb256_p200_g8,200,165,279,6055940,587201568,15160,2,0,/home/ubuntu/spark-skew/results/s2_ec2/s2_ec2_skew16_rb256_c4_m1500m_p200_aqe0_lz4_rep1_5de086,48186,True,143161320,143161320,167771840,591972353,37796007.5,2558702,s2_ec2,5124,211.5,265,519,48866,sort
s2_ec2_skew16_rb256_c4_m1500m_p200_aqe0_lz4_rep2,16.0,256,4,1500m,200,False,lz4,2,33.105,15.662298537748994,23.583333333333332,48126,471234,5767360,101877,4540374,0,True,,0,12,302,/data/spark-skew-data/skew16_rb256_p200_g8,200,165,279,6127252,587201568,16384,2,0,/home/ubuntu/spark-skew/results/s2_ec2/s2_ec2_skew16_rb256_c4_m1500m_p200_aqe0_lz4_rep2_35ec66,48556,True,143161320,143161320,167771840,591972353,37796007.5,2558702,s2_ec2,5094,216.0,271,505,49319,sort
s2_ec2_skew16_rb256_c4_m1500m_p200_aqe0_lz4_rep3,16.0,256,4,1500m,200,False,lz4,3,32.752,15.662298537748994,23.848341232227487,47708,446829,5764996,80137,4729013,0,True,,0,16,132,/data/spark-skew-data/skew16_rb256_p200_g8,200,165,279,6087204,587201568,16128,2,0,/home/ubuntu/spark-skew/results/s2_ec2/s2_ec2_skew16_rb256_c4_m1500m_p200_aqe0_lz4_rep3_4071a2,47945,True,143161320,143161320,167771840,591972353,37796007.5,2558702,s2_ec2,5032,211.0,265,480,48645,sort
s2_ec2_skew16_rb256_c4_m1500m_p200_aqe0_lz4_rep4,16.0,256,4,1500m,200,False,lz4,4,33.284,15.662298537748994,24.051764705882352,48186,464463,5767100,86975,4879868,1,True,,0,8,160,/data/spark-skew-data/skew16_rb256_p200_g8,200,167,279,6061140,578812976,16384,2,0,/home/ubuntu/spark-skew/results/s2_ec2/s2_ec2_skew16_rb256_c4_m1500m_p200_aqe0_lz4_rep4_1ddd88,48448,True,150300040,150300040,176160432,591972353,37796007.5,2558702,s2_ec2,5111,212.5,268,516,49176,sort
s2_ec2_skew16_rb64_c4_m1500m_p200_aqe0_lz4_rep0,16.0,64,4,1500m,200,False,lz4,0,89.607,15.149070985381888,24.13618458075408,199119,564964,7974260,93298,5332878,0,True,,0,66,316,/data/spark-skew-data/skew16_rb64_p200_g8,200,391,279,6046056,562035920,13680,2,0,/home/ubuntu/spark-skew/results/s2_ec2/s2_ec2_skew16_rb64_c4_m1500m_p200_aqe0_lz4_rep0_e8ac66,199536,True,385690979,385690979,645921584,575485643,37988180.5,11702004,s2_ec2,21445,888.5,1092,1328,200295,sort
s2_ec2_skew16_rb64_c4_m1500m_p200_aqe0_lz4_rep1,16.0,64,4,1500m,200,False,lz4,1,88.77,15.149070985381888,23.09619686800895,199524,529212,7974736,103281,5193514,0,True,,0,12,336,/data/spark-skew-data/skew16_rb64_p200_g8,200,389,279,6161896,562035920,16384,2,0,/home/ubuntu/spark-skew/results/s2_ec2/s2_ec2_skew16_rb64_c4_m1500m_p200_aqe0_lz4_rep1_4eddde,199953,True,385690979,385690979,645921584,575485643,37988180.5,11702004,s2_ec2,20648,894.0,1090,1343,200735,sort
s2_ec2_skew16_rb64_c4_m1500m_p200_aqe0_lz4_rep2,16.0,64,4,1500m,200,False,lz4,2,89.297,15.149070985381888,23.736930860033727,198818,579334,7972600,103551,5228057,0,True,,0,17,413,/data/spark-skew-data/skew16_rb64_p200_g8,200,391,279,6165188,562035920,14728,2,0,/home/ubuntu/spark-skew/results/s2_ec2/s2_ec2_skew16_rb64_c4_m1500m_p200_aqe0_lz4_rep2_79016d,199353,True,385690979,385690979,645921584,575485643,37988180.5,11702004,s2_ec2,21114,889.5,1084,1335,200145,sort
s2_ec2_skew16_rb64_c4_m1500m_p200_aqe0_lz4_rep3,16.0,64,4,1500m,200,False,lz4,3,90.333,15.149070985381888,24.66139954853273,199331,603793,7968468,110300,5155720,0,True,,0,60,467,/data/spark-skew-data/skew16_rb64_p200_g8,200,395,279,5994900,562035920,13224,2,0,/home/ubuntu/spark-skew/results/s2_ec2/s2_ec2_skew16_rb64_c4_m1500m_p200_aqe0_lz4_rep3_2c4778,199901,True,385690979,385690979,645921584,575485643,37988180.5,11702004,s2_ec2,21850,886.0,1093,1328,200688,sort
s2_ec2_skew16_rb64_c4_m1500m_p200_aqe0_lz4_rep4,16.0,64,4,1500m,200,False,lz4,4,89.298,15.149070985381888,23.496080627099666,199593,570915,7968292,99962,5344579,0,True,,0,17,398,/data/spark-skew-data/skew16_rb64_p200_g8,200,391,279,6149304,562035920,14208,2,0,/home/ubuntu/spark-skew/results/s2_ec2/s2_ec2_skew16_rb64_c4_m1500m_p200_aqe0_lz4_rep4_5fcaed,200085,True,385690979,385690979,645921584,575485643,37988180.5,11702004,s2_ec2,20982,893.0,1088,1359,200888,sort
s2_ec2_skew20_rb1024_c4_m1500m_p200_aqe0_lz4_rep0,20.0,1024,4,1500m,200,False,lz4,0,22.426,19.79748245051696,31.615384615384617,18233,484326,5959652,85054,5140814,0,True,,0,8,110,/data/spark-skew-data/skew20_rb1024_p200_g8,200,123,280,6065064,637533024,16384,2,0,/home/ubuntu/spark-skew/results/s2_ec2/s2_ec2_skew20_rb1024_c4_m1500m_p200_aqe0_lz4_rep0_c004fa,18458,True,162737237,162737237,176160432,731442637,36946245.0,762261,s2_ec2,2466,78.0,98,323,19145,sort
s2_ec2_skew20_rb1024_c4_m1500m_p200_aqe0_lz4_rep1,20.0,1024,4,1500m,200,False,lz4,1,22.884,19.79748245051696,31.660377358490567,19218,475806,4448348,85161,5278467,3,True,,0,8,172,/data/spark-skew-data/skew20_rb1024_p200_g8,200,127,280,6050464,637533024,14360,2,0,/home/ubuntu/spark-skew/results/s2_ec2/s2_ec2_skew20_rb1024_c4_m1500m_p200_aqe0_lz4_rep1_5989ba,19521,True,162737237,162737237,176160432,731442637,36946245.0,762261,s2_ec2,2517,79.5,102,483,20214,sort
s2_ec2_skew20_rb1024_c4_m1500m_p200_aqe0_lz4_rep2,20.0,1024,4,1500m,200,False,lz4,2,24.926,19.79748245051696,63.42675159235669,20464,574231,6073028,99090,5036808,1,True,,0,8,107,/data/spark-skew-data/skew20_rb1024_p200_g8,200,133,280,6067484,746584720,15764,2,0,/home/ubuntu/spark-skew/results/s2_ec2/s2_ec2_skew20_rb1024_c4_m1500m_p200_aqe0_lz4_rep2_8140e0,21374,True,668469489,668469489,729807504,731442637,36946245.0,762261,s2_ec2,4979,78.5,99,378,22085,sort
s2_ec2_skew20_rb1024_c4_m1500m_p200_aqe0_lz4_rep3,20.0,1024,4,1500m,200,False,lz4,3,23.399,19.79748245051696,32.32098765432099,19038,477515,4444064,86194,5567282,3,True,,0,7,93,/data/spark-skew-data/skew20_rb1024_p200_g8,200,129,280,6085160,637533024,16384,2,0,/home/ubuntu/spark-skew/results/s2_ec2/s2_ec2_skew20_rb1024_c4_m1500m_p200_aqe0_lz4_rep3_187cd6,19239,True,162737237,162737237,176160432,731442637,36946245.0,762261,s2_ec2,2618,81.0,98,347,19915,sort
s2_ec2_skew20_rb1024_c4_m1500m_p200_aqe0_lz4_rep4,20.0,1024,4,1500m,200,False,lz4,4,22.731,19.79748245051696,32.74683544303797,18856,499942,5965480,98786,5137864,0,True,,0,8,178,/data/spark-skew-data/skew20_rb1024_p200_g8,200,125,280,6072336,637533024,16384,2,0,/home/ubuntu/spark-skew/results/s2_ec2/s2_ec2_skew20_rb1024_c4_m1500m_p200_aqe0_lz4_rep4_fd8028,19178,True,162737237,162737237,176160432,731442637,36946245.0,762261,s2_ec2,2587,79.0,98,383,19863,sort
s2_ec2_skew20_rb256_c4_m1500m_p200_aqe0_lz4_rep0,20.0,256,4,1500m,200,False,lz4,0,33.943,19.595822192483652,30.405797101449274,48370,525572,6096656,84608,4917455,2,True,,0,9,146,/data/spark-skew-data/skew20_rb256_p200_g8,200,169,280,6122032,746584816,14996,2,0,/home/ubuntu/spark-skew/results/s2_ec2/s2_ec2_skew20_rb256_c4_m1500m_p200_aqe0_lz4_rep0_ab48bc,48643,True,143160429,143160429,167771840,727289907,37114539.0,3144094,s2_ec2,6294,207.0,262,497,49338,sort
s2_ec2_skew20_rb256_c4_m1500m_p200_aqe0_lz4_rep1,20.0,256,4,1500m,200,False,lz4,1,34.522,19.595822192483652,30.733333333333334,48818,509520,5988524,93038,4691851,6,True,,0,13,301,/data/spark-skew-data/skew20_rb256_p200_g8,200,171,280,6057488,746584816,16384,2,0,/home/ubuntu/spark-skew/results/s2_ec2/s2_ec2_skew20_rb256_c4_m1500m_p200_aqe0_lz4_rep1_659659,49238,True,143160429,143160429,167771840,727289907,37114539.0,3144094,s2_ec2,6454,210.0,263,518,49972,sort
s2_ec2_skew20_rb256_c4_m1500m_p200_aqe0_lz4_rep2,20.0,256,4,1500m,200,False,lz4,2,34.408,19.595822192483652,30.752380952380953,49099,503658,5879296,78892,4590825,0,True,,0,13,308,/data/spark-skew-data/skew20_rb256_p200_g8,200,171,280,6081852,746584816,14192,2,0,/home/ubuntu/spark-skew/results/s2_ec2/s2_ec2_skew20_rb256_c4_m1500m_p200_aqe0_lz4_rep2_77ecb8,49510,True,143160429,143160429,167771840,727289907,37114539.0,3144094,s2_ec2,6458,210.0,266,499,50261,sort
s2_ec2_skew20_rb256_c4_m1500m_p200_aqe0_lz4_rep3,20.0,256,4,1500m,200,False,lz4,3,34.294,19.595822192483652,30.193396226415093,48921,527228,6096644,89815,4619540,0,True,,0,11,292,/data/spark-skew-data/skew20_rb256_p200_g8,200,171,280,6118668,746584816,15492,2,0,/home/ubuntu/spark-skew/results/s2_ec2/s2_ec2_skew20_rb256_c4_m1500m_p200_aqe0_lz4_rep3_0fd9b2,49336,True,143160429,143160429,167771840,727289907,37114539.0,3144094,s2_ec2,6401,212.0,264,515,50088,sort
s2_ec2_skew20_rb256_c4_m1500m_p200_aqe0_lz4_rep4,20.0,256,4,1500m,200,False,lz4,4,34.691,19.595822192483652,31.608695652173914,48607,520911,5989096,83657,4832598,0,True,,0,55,205,/data/spark-skew-data/skew20_rb256_p200_g8,200,173,280,6059640,746584816,15336,2,0,/home/ubuntu/spark-skew/results/s2_ec2/s2_ec2_skew20_rb256_c4_m1500m_p200_aqe0_lz4_rep4_2d0685,48924,True,143160429,143160429,167771840,727289907,37114539.0,3144094,s2_ec2,6543,207.0,262,476,49637,sort
s2_ec2_skew20_rb64_c4_m1500m_p200_aqe0_lz4_rep0,20.0,64,4,1500m,200,False,lz4,0,94.456,18.946487357659763,31.295742232451094,200494,580695,7962148,98123,5478930,0,True,,0,16,374,/data/spark-skew-data/skew20_rb64_p200_g8,200,411,280,6123868,562035920,16104,2,0,/home/ubuntu/spark-skew/results/s2_ec2/s2_ec2_skew20_rb64_c4_m1500m_p200_aqe0_lz4_rep0_425c40,200992,True,641142620,641142620,1073739776,706688556,37299186.0,14378208,s2_ec2,27196,869.0,1069,1338,201772,sort
s2_ec2_skew20_rb64_c4_m1500m_p200_aqe0_lz4_rep1,20.0,64,4,1500m,200,False,lz4,1,94.778,18.946487357659763,31.69798270893372,200963,573528,7968076,103932,5048009,0,True,,0,18,432,/data/spark-skew-data/skew20_rb64_p200_g8,200,413,280,6112804,562035920,16384,2,0,/home/ubuntu/spark-skew/results/s2_ec2/s2_ec2_skew20_rb64_c4_m1500m_p200_aqe0_lz4_rep1_b92d5b,201486,True,641142620,641142620,1073739776,706688556,37299186.0,14378208,s2_ec2,27498,867.5,1070,1338,202288,sort
s2_ec2_skew20_rb64_c4_m1500m_p200_aqe0_lz4_rep2,20.0,64,4,1500m,200,False,lz4,2,95.178,18.946487357659763,32.438434982738784,201550,542443,7962804,98388,5363671,1,True,,0,64,317,/data/spark-skew-data/skew20_rb64_p200_g8,200,413,280,6104644,562035920,16108,2,0,/home/ubuntu/spark-skew/results/s2_ec2/s2_ec2_skew20_rb64_c4_m1500m_p200_aqe0_lz4_rep2_b498a2,201960,True,641142620,641142620,1073739776,706688556,37299186.0,14378208,s2_ec2,28189,869.0,1065,1330,202713,sort
s2_ec2_skew20_rb64_c4_m1500m_p200_aqe0_lz4_rep3,20.0,64,4,1500m,200,False,lz4,3,96.327,18.946487357659763,32.624211130235224,202843,566725,7968808,101262,5706037,0,True,,0,64,355,/data/spark-skew-data/skew20_rb64_p200_g8,200,419,280,6119232,562035920,16256,2,0,/home/ubuntu/spark-skew/results/s2_ec2/s2_ec2_skew20_rb64_c4_m1500m_p200_aqe0_lz4_rep3_fe2e7b,203325,True,641142620,641142620,1073739776,706688556,37299186.0,14378208,s2_ec2,28432,871.5,1065,1322,204063,sort
s2_ec2_skew20_rb64_c4_m1500m_p200_aqe0_lz4_rep4,20.0,64,4,1500m,200,False,lz4,4,94.919,18.946487357659763,31.620847651775488,201622,586139,7961100,93826,5093341,0,True,,0,12,386,/data/spark-skew-data/skew20_rb64_p200_g8,200,413,280,6104536,562035920,16392,2,0,/home/ubuntu/spark-skew/results/s2_ec2/s2_ec2_skew20_rb64_c4_m1500m_p200_aqe0_lz4_rep4_c6ce75,202116,True,641142620,641142620,1073739776,706688556,37299186.0,14378208,s2_ec2,27605,873.0,1067,1330,202907,sort
s2_ec2_skew24_rb1024_c4_m1500m_p200_aqe0_lz4_rep0,24.0,1024,4,1500m,200,False,lz4,0,25.844,23.775168282217848,75.1923076923077,21709,538949,5964356,105041,5017005,0,True,,0,8,90,/data/spark-skew-data/skew24_rb1024_p200_g8,200,137,281,6055344,746584720,16376,2,0,/home/ubuntu/spark-skew/results/s2_ec2/s2_ec2_skew24_rb1024_c4_m1500m_p200_aqe0_lz4_rep0_12a23c,22527,True,831090286,831090286,905967936,862707373,36286068.0,899113,s2_ec2,5865,78.0,100,466,23190,sort
s2_ec2_skew24_rb1024_c4_m1500m_p200_aqe0_lz4_rep1,24.0,1024,4,1500m,200,False,lz4,1,25.957,23.775168282217848,76.82894736842105,20745,555954,5858132,93315,6338416,1,True,,0,9,139,/data/spark-skew-data/skew24_rb1024_p200_g8,200,137,281,6099892,746584720,16384,2,0,/home/ubuntu/spark-skew/results/s2_ec2/s2_ec2_skew24_rb1024_c4_m1500m_p200_aqe0_lz4_rep1_180d93,21676,True,831090286,831090286,905967936,862707373,36286068.0,899113,s2_ec2,5839,76.0,97,329,22363,sort
