run_id,skew,row_bytes,cores,exec_mem,partitions,aqe,codec,rep,wall_seconds,actual_size_skew,actual_time_skew,aqe_read_coalesced,aqe_read_skewed,aqe_split_detected,aqe_updates,cpu_ms_total,delta_ctxt,delta_pgpgout_kb,delta_psi_cpu_some_us,delta_psi_io_full_us,delta_psi_mem_full_us,dirty_bg_threshold_pages,dirty_threshold_pages,dropped_caches,error,fetch_wait_ms_total,gc_ms_max_task,gc_ms_total,input,n_reduce_tasks,n_samples,n_tasks_total,peak_dirty_kb,peak_exec_mem_max,peak_nr_dirty_pages,peak_procs_blocked,peak_writeback_kb,peak_writeback_pages,record_skew,reduce_stage_id,remote_to_disk_total,run_dir,run_ms_total,shuffle_compress,skew_mode,smj_skew,spill_disk_max_task,spill_disk_total,spill_mem_total,sr_bytes_max,sr_bytes_median,sr_records_max,tag,task_ms_max,task_ms_p50,task_ms_p90,task_ms_p99,task_ms_sum,vm_dirty_background_ratio,vm_dirty_ratio,workload
s5smoke_byt64_rb256_c4_m1500m_p200_aqe0_sort_rep0,64.0,256,4,1500m,200,False,lz4,0,50.094,62.932157005834405,131.17877094972067,False,False,False,0,59481,485734,7912968,92972,5291573,0,1593802,3191501,True,,0,8,158,/data/spark-skew-data/skew64_rb256_p200_g8,200,232,290,6116060,746584816,1528807,4,16288,4072,1.0,2,0,/home/ubuntu/spark-skew/results/s5smoke/s5smoke_byt64_rb256_c4_m1500m_p200_aqe0_sort_rep0_6fdc65,59753,True,byte,False,1875258857,1875258857,2206199696,1944047992,30891170.5,8408141,s5smoke,23481,179.0,224,477,60477,10,20,sort
s5smoke_byt64_rb256_c4_m1500m_p200_aqe0_sort_rep0,64.0,256,4,1500m,200,False,lz4,0,51.671,62.932157005834405,139.3125,False,False,False,0,60257,594933,9859280,97114,4712228,1,155939,315776,True,,0,25,322,/data/spark-skew-data/skew64_rb256_p200_g8,200,241,290,602628,746584816,150657,4,16128,4032,1.0,2,0,/home/ubuntu/spark-skew/results/s5smoke/s5smoke_byt64_rb256_c4_m1500m_p200_aqe0_sort_rep0_a0eeac,60669,True,byte,False,1875258857,1875258857,2206199696,1944047992,30891170.5,8408141,s5smoke,24519,176.0,224,480,61415,1,2,sort
