run_id,skew,row_bytes,cores,exec_mem,partitions,aqe,codec,rep,wall_seconds,actual_size_skew,actual_time_skew,agg_fallback_all,agg_fallback_hot,agg_fallback_reduce,agg_fallback_reduce_total,agg_op,aqe_read_coalesced,aqe_read_skewed,aqe_split_detected,aqe_updates,avg_write_mbps,cgroup_write_mbps,cgroup_written_bytes,cpu_ms_total,delta_ctxt,delta_pgpgout_kb,delta_psi_cpu_some_us,delta_psi_io_full_us,delta_psi_mem_full_us,dim_keys,dim_mb_est,dim_row_bytes,dirty_bg_threshold_pages,dirty_threshold_pages,dropped_caches,error,extra_conf,fetch_wait_ms_total,gc_ms_max_task,gc_ms_total,has_peak_mem_metric,input,io_cap_applied,io_cap_mbps,label,n_reduce_tasks,n_samples,n_tasks_total,peak_dirty_kb,peak_exec_mem_max,peak_nr_dirty_pages,peak_procs_blocked,peak_writeback_kb,peak_writeback_pages,record_skew,reduce_stage_id,remote_to_disk_total,run_dir,run_ms_total,salt,shuffle_compress,skew_mode,smj_skew,spill_disk_all_stages,spill_disk_max_task,spill_disk_total,spill_mem_total,sr_bytes_max,sr_bytes_median,sr_records_max,sw_bytes_all_stages,tag,task_ms_max,task_ms_p50,task_ms_p90,task_ms_p99,task_ms_sum,total_written_bytes,vm_dirty_background_ratio,vm_dirty_ratio,workload
s11b_byt32_rb256_c4_m1500m_p200_aqe1_join_aqe_rep2,32.0,256,4,1500m,200,True,lz4,2,15.174,1.2037445861034377,2.9735449735449735,,,,,,False,True,True,4,,,,14156,378738,2063108,59767,3409031,0,10001,0.3,32,1588628,3181140,True,,,3,22,506,True,/data/spark-skew-data/skew32_rb256_p200_g4,,0,aqe,77,93,126,3675392,100728672,918848,1,16232,3402,1.0,5,0,/home/ubuntu/spark-skew/results/s11b/s11b_byt32_rb256_c4_m1500m_p200_aqe1_join_aqe_rep2_a463da,14840,0,True,byte,True,0,0,0,0,63560496,52802311,270972,4046116967,s11b,562,189,225,545,15416,4046116967,10,20,join
s11b_byt32_rb256_c4_m1500m_p800_aqe0_join_p800_rep0,32.0,256,4,1500m,800,False,lz4,0,16.895,122.96522629338499,131.05263157894737,,,,,,False,False,False,0,,,,15953,413611,2463344,75404,3755821,0,10001,0.3,32,1589196,3182277,True,,,0,41,799,True,/data/spark-skew-data/skew32_rb256_p200_g4,,0,p800,800,101,849,3644052,377552304,911013,2,13932,3483,1.0,3,0,/home/ubuntu/spark-skew/results/s11b/s11b_byt32_rb256_c4_m1500m_p800_aqe0_join_p800_rep0_1954e0,16512,0,True,byte,False,282447379,282447379,282447379,327155088,538890616,4382463.5,2331097,4038189386,s11b,2490,19.0,29,57,19463,4320636765,10,20,join
s11b_byt32_rb256_c4_m1500m_p800_aqe0_join_p800_rep1,32.0,256,4,1500m,800,False,lz4,1,16.657,122.96522629338499,133.8235294117647,,,,,,False,False,False,0,,,,15161,371558,632,65162,3313933,0,10001,0.3,32,1592129,3188151,True,,,0,47,342,True,/data/spark-skew-data/skew32_rb256_p200_g4,,0,p800,800,99,849,4192728,419495264,1048182,3,0,0,1.0,3,0,/home/ubuntu/spark-skew/results/s11b/s11b_byt32_rb256_c4_m1500m_p800_aqe0_join_p800_rep1_98021e,15294,0,True,byte,False,242620987,242620987,242620987,285212128,538890616,4382463.5,2331097,4038189386,s11b,2275,17.0,26,50,17957,4280810373,10,20,join
s11b_byt50_rb256_c4_m1500m_p200_aqe0_join_aqe_off_rep0,50.0,256,4,1500m,200,False,lz4,0,8.162,49.35207309183068,25.59090909090909,,,,,,False,False,False,0,,,,4626,318497,267148,57571,3097678,4,10001,0.3,32,1588685,3181256,True,,,0,22,194,True,/data/spark-skew-data/skew50_rb256_p200_g1,,0,aqe_off,200,65,226,985368,276889136,246342,1,0,0,1.0,3,0,/home/ubuntu/spark-skew/results/s11b/s11b_byt50_rb256_c4_m1500m_p200_aqe0_join_aqe_off_rep0_8f56d2,4980,0,True,byte,False,0,0,0,0,198937417,4030984.0,860396,1005182576,s11b,563,22.0,32,219,5913,1005182576,10,20,join
s11b_byt50_rb256_c4_m1500m_p200_aqe0_join_aqe_off_rep1,50.0,256,4,1500m,200,False,lz4,1,8.142,49.35207309183068,23.863636363636363,,,,,,False,False,False,0,,,,4738,282249,640,51017,3103213,1,10001,0.3,32,1587835,3179553,True,,,0,8,158,True,/data/spark-skew-data/skew50_rb256_p200_g1,,0,aqe_off,200,65,226,985380,276889136,246345,1,0,0,1.0,3,0,/home/ubuntu/spark-skew/results/s11b/s11b_byt50_rb256_c4_m1500m_p200_aqe0_join_aqe_off_rep1_dc69cd,5036,0,True,byte,False,0,0,0,0,198937417,4030984.0,860396,1005182576,s11b,525,22.0,29,235,5946,1005182576,10,20,join
s11b_byt50_rb256_c4_m1500m_p200_aqe0_join_aqe_off_rep2,50.0,256,4,1500m,200,False,lz4,2,8.045,49.35207309183068,23.636363636363637,,,,,,False,False,False,0,,,,4730,316512,640,54181,3066848,2,10001,0.3,32,1589925,3183739,True,,,0,14,150,True,/data/spark-skew-data/skew50_rb256_p200_g1,,0,aqe_off,200,63,226,985456,276889136,246364,2,4,1,1.0,3,0,/home/ubuntu/spark-skew/results/s11b/s11b_byt50_rb256_c4_m1500m_p200_aqe0_join_aqe_off_rep2_7752c8,5010,0,True,byte,False,0,0,0,0,198937417,4030984.0,860396,1005182576,s11b,520,22.0,32,224,5929,1005182576,10,20,join
s11b_byt50_rb256_c4_m1500m_p200_aqe1_join_aqe_256m_rep0,50.0,256,4,1500m,200,True,lz4,0,7.894,3.178968299694408,2.3203125,,,,,,True,False,False,4,,,,4605,260725,100,46833,2960948,0,10001,0.3,32,1591657,3187205,True,,,0,17,146,True,/data/spark-skew-data/skew50_rb256_p200_g1,,0,aqe_256m,15,63,41,983980,276889136,245995,1,4,1,1.0,5,0,/home/ubuntu/spark-skew/results/s11b/s11b_byt50_rb256_c4_m1500m_p200_aqe1_join_aqe_256m_rep0_ec9e0e,4950,0,True,byte,False,0,0,0,0,198937417,62579239,860396,1005182576,s11b,594,256,590,594,5113,1005182576,10,20,join
s11b_byt50_rb256_c4_m1500m_p200_aqe1_join_aqe_256m_rep1,50.0,256,4,1500m,200,True,lz4,1,7.941,3.178968299694408,2.120754716981132,,,,,,True,False,False,4,,,,4485,267143,392,51477,3063502,0,10001,0.3,32,1591090,3186071,True,,,0,19,149,True,/data/spark-skew-data/skew50_rb256_p200_g1,,0,aqe_256m,15,63,41,983980,276889136,245995,2,0,0,1.0,5,0,/home/ubuntu/spark-skew/results/s11b/s11b_byt50_rb256_c4_m1500m_p200_aqe1_join_aqe_256m_rep1_dbb412,4834,0,True,byte,False,0,0,0,0,198937417,62579239,860396,1005182576,s11b,562,265,560,562,5003,1005182576,10,20,join
s11b_byt50_rb256_c4_m1500m_p200_aqe1_join_aqe_256m_rep2,50.0,256,4,1500m,200,True,lz4,2,7.771,3.178968299694408,2.2115384615384617,,,,,,True,False,False,4,,,,4447,266407,100,45074,2960114,0,10001,0.3,32,1589520,3182926,True,,,0,10,89,True,/data/spark-skew-data/skew50_rb256_p200_g1,,0,aqe_256m,15,63,41,994984,276889136,248746,1,0,0,1.0,5,0,/home/ubuntu/spark-skew/results/s11b/s11b_byt50_rb256_c4_m1500m_p200_aqe1_join_aqe_256m_rep2_a737c5,4764,0,True,byte,False,0,0,0,0,198937417,62579239,860396,1005182576,s11b,575,260,573,575,4913,1005182576,10,20,join
s11b_byt50_rb256_c4_m1500m_p200_aqe1_join_aqe_32m_rep0,50.0,256,4,1500m,200,True,lz4,0,7.675,1.0515189509870875,2.616016427104723,,,,,,False,True,True,4,,,,4741,270798,100,44396,3010803,0,10001,0.3,32,1587335,3178551,True,,spark.sql.adaptive.skewJoin.skewedPartitionThresholdInBytes=33554432,0,22,184,True,/data/spark-skew-data/skew50_rb256_p200_g1,,0,aqe_32m,18,63,44,983852,100728672,245963,1,0,0,1.0,5,0,/home/ubuntu/spark-skew/results/s11b/s11b_byt50_rb256_c4_m1500m_p200_aqe1_join_aqe_32m_rep0_531776,5155,0,True,byte,True,0,0,0,0,63881526,60751664.0,272789,1005182576,s11b,637,243.5,624,637,5318,1005182576,10,20,join
s11b_byt50_rb256_c4_m1500m_p200_aqe1_join_aqe_32m_rep1,50.0,256,4,1500m,200,True,lz4,1,7.61,1.0515189509870875,2.1358490566037736,,,,,,False,True,True,4,,,,4616,268095,100,48930,3107496,1,10001,0.3,32,1590919,3185728,True,,spark.sql.adaptive.skewJoin.skewedPartitionThresholdInBytes=33554432,0,11,120,True,/data/spark-skew-data/skew50_rb256_p200_g1,,0,aqe_32m,18,61,44,983856,100728672,245964,2,32,8,1.0,5,0,/home/ubuntu/spark-skew/results/s11b/s11b_byt50_rb256_c4_m1500m_p200_aqe1_join_aqe_32m_rep1_bc0145,4956,0,True,byte,True,0,0,0,0,63881526,60751664.0,272789,1005182576,s11b,566,265.0,546,566,5124,1005182576,10,20,join
s11b_byt50_rb256_c4_m1500m_p200_aqe1_join_aqe_32m_rep2,50.0,256,4,1500m,200,True,lz4,2,7.474,1.0515189509870875,2.2241014799154333,,,,,,False,True,True,4,,,,4244,281205,100,46916,3134115,0,10001,0.3,32,1585504,3174885,True,,spark.sql.adaptive.skewJoin.skewedPartitionThresholdInBytes=33554432,0,19,166,True,/data/spark-skew-data/skew50_rb256_p200_g1,,0,aqe_32m,18,61,44,983852,100728672,245963,1,0,0,1.0,5,0,/home/ubuntu/spark-skew/results/s11b/s11b_byt50_rb256_c4_m1500m_p200_aqe1_join_aqe_32m_rep2_4a0760,4606,0,True,byte,True,0,0,0,0,63881526,60751664.0,272789,1005182576,s11b,526,236.5,522,526,4782,1005182576,10,20,join
s11b_byt8_rb256_c4_m1500m_p200_aqe0_join_isolate_isolate_rep0,8.0,256,4,1500m,200,False,lz4,0,15.256,1.499925485247505,5.810218978102189,,,,,,False,False,False,0,,,,15251,384571,1168,64123,3319427,0,10001,0.3,32,1585644,3175166,True,,,0,13,378,True,/data/spark-skew-data/skew8_rb256_p200_g4,,0,isolate,248,93,305,3831504,46202800,957876,1,0,0,1.0,4,0,/home/ubuntu/spark-skew/results/s11b/s11b_byt8_rb256_c4_m1500m_p200_aqe0_join_isolate_isolate_rep0_7b9700,15913,0,True,byte,False,0,0,0,0,28135648,18758030.5,119848,3917396540,s11b,398,68.5,90,384,16997,3917396540,10,20,join_isolate
s11b_byt8_rb256_c4_m1500m_p200_aqe0_join_isolate_isolate_rep1,8.0,256,4,1500m,200,False,lz4,1,15.269,1.499925485247505,6.298507462686567,,,,,,False,False,False,0,,,,15539,383248,1164,56224,3269273,0,10001,0.3,32,1584073,3172019,True,,,0,13,296,True,/data/spark-skew-data/skew8_rb256_p200_g4,,0,isolate,248,93,305,3830392,46202800,957598,2,0,0,1.0,4,0,/home/ubuntu/spark-skew/results/s11b/s11b_byt8_rb256_c4_m1500m_p200_aqe0_join_isolate_isolate_rep1_790057,16116,0,True,byte,False,0,0,0,0,28135648,18758030.5,119848,3917396540,s11b,422,67.0,95,403,17195,3917396540,10,20,join_isolate
s11b_byt8_rb256_c4_m1500m_p200_aqe0_join_isolate_isolate_rep2,8.0,256,4,1500m,200,False,lz4,2,15.254,1.499925485247505,4.96969696969697,,,,,,False,False,False,0,,,,15032,419689,1914124,69105,3454502,0,10001,0.3,32,1582461,3168792,True,,,0,13,342,True,/data/spark-skew-data/skew8_rb256_p200_g4,,0,isolate,248,93,305,3542492,46202800,885623,2,12812,3203,1.0,4,0,/home/ubuntu/spark-skew/results/s11b/s11b_byt8_rb256_c4_m1500m_p200_aqe0_join_isolate_isolate_rep2_ef11a0,15644,0,True,byte,False,0,0,0,0,28135648,18758030.5,119848,3917396540,s11b,328,66.0,96,308,16747,3917396540,10,20,join_isolate
s11b_byt8_rb256_c4_m1500m_p200_aqe0_join_none_rep0,8.0,256,4,1500m,200,False,lz4,0,15.605,7.78519367208784,5.277777777777778,,,,,,False,False,False,0,,,,14743,381305,1160,63607,3496959,1,10001,0.3,32,1591380,3186651,True,,,0,12,453,True,/data/spark-skew-data/skew8_rb256_p200_g4,,0,none,200,95,253,3962112,226557584,990528,2,0,0,1.0,3,0,/home/ubuntu/spark-skew/results/s11b/s11b_byt8_rb256_c4_m1500m_p200_aqe0_join_none_rep0_7cc342,15364,0,True,byte,False,0,0,0,0,152461749,19583552.5,658468,4052415418,s11b,380,72.0,96,356,16355,4052415418,10,20,join
s11b_byt8_rb256_c4_m1500m_p200_aqe0_join_none_rep1,8.0,256,4,1500m,200,False,lz4,1,15.456,7.78519367208784,5.097222222222222,,,,,,False,False,False,0,,,,14539,376731,1172,67059,3318951,1,10001,0.3,32,1586742,3177365,True,,,0,11,437,True,/data/spark-skew-data/skew8_rb256_p200_g4,,0,none,200,95,253,3961996,226557584,990499,1,0,0,1.0,3,0,/home/ubuntu/spark-skew/results/s11b/s11b_byt8_rb256_c4_m1500m_p200_aqe0_join_none_rep1_38d354,15106,0,True,byte,False,0,0,0,0,152461749,19583552.5,658468,4052415418,s11b,367,72.0,96,355,16064,4052415418,10,20,join
s11b_byt8_rb256_c4_m1500m_p200_aqe0_join_none_rep2,8.0,256,4,1500m,200,False,lz4,2,15.316,7.78519367208784,6.154929577464789,,,,,,False,False,False,0,,,,14972,360604,1160,55984,3228497,2,10001,0.3,32,1585758,3175394,True,,,0,14,255,True,/data/spark-skew-data/skew8_rb256_p200_g4,,0,none,200,93,253,3964908,226557584,991227,3,0,0,1.0,3,0,/home/ubuntu/spark-skew/results/s11b/s11b_byt8_rb256_c4_m1500m_p200_aqe0_join_none_rep2_9cd8ed,15361,0,True,byte,False,0,0,0,0,152461749,19583552.5,658468,4052415418,s11b,437,71.0,98,421,16253,4052415418,10,20,join
s11b_byt8_rb256_c4_m1500m_p200_aqe0_join_salt_salt_rep0,8.0,256,4,1500m,200,False,lz4,0,19.164,1.476829921186875,4.9789029535864975,,,,,,False,False,False,0,,,,24814,407932,1164,62563,3286155,1,10001,0.3,32,1586341,3176562,True,,,0,13,532,True,/data/spark-skew-data/skew8_rb256_p200_g4,,0,salt,200,109,253,4122692,54591392,1030673,2,0,0,1.0,3,0,/home/ubuntu/spark-skew/results/s11b/s11b_byt8_rb256_c4_m1500m_p200_aqe0_join_salt_salt_rep0_9db7d1,25469,16,True,byte,False,0,0,0,0,30231839,20470765.5,126381,4216843650,s11b,590,118.5,143,570,26512,4216843650,10,20,join_salt
s11b_byt8_rb256_c4_m1500m_p200_aqe0_join_salt_salt_rep1,8.0,256,4,1500m,200,False,lz4,1,19.026,1.476829921186875,6.608695652173913,,,,,,False,False,False,0,,,,25240,396210,1164,63678,3320205,1,10001,0.3,32,1589376,3182638,True,,,3,12,500,True,/data/spark-skew-data/skew8_rb256_p200_g4,,0,salt,200,109,253,4122576,54591392,1030644,2,4,1,1.0,3,0,/home/ubuntu/spark-skew/results/s11b/s11b_byt8_rb256_c4_m1500m_p200_aqe0_join_salt_salt_rep1_9ccef9,25868,16,True,byte,False,0,0,0,0,30231839,20470765.5,126381,4216843650,s11b,760,115.0,146,726,26889,4216843650,10,20,join_salt
s11b_byt8_rb256_c4_m1500m_p200_aqe0_join_salt_salt_rep2,8.0,256,4,1500m,200,False,lz4,2,18.679,1.476829921186875,6.734513274336283,,,,,,False,False,False,0,,,,24697,378951,1164,58354,3165119,0,10001,0.3,32,1590533,3184955,True,,,0,13,335,True,/data/spark-skew-data/skew8_rb256_p200_g4,,0,salt,200,107,253,4125380,54591392,1031345,3,0,0,1.0,3,0,/home/ubuntu/spark-skew/results/s11b/s11b_byt8_rb256_c4_m1500m_p200_aqe0_join_salt_salt_rep2_c03de6,25153,16,True,byte,False,0,0,0,0,30231839,20470765.5,126381,4216843650,s11b,761,113.0,140,740,26119,4216843650,10,20,join_salt
s11b_byt8_rb256_c4_m1500m_p200_aqe1_join_aqe_rep0,8.0,256,4,1500m,200,True,lz4,0,15.933,2.7382997803260753,4.522842639593908,,,,,,True,False,False,4,,,,15239,364807,1168,70825,3416220,0,10001,0.3,32,1586555,3176989,True,,,0,13,396,True,/data/spark-skew-data/skew8_rb256_p200_g4,,0,aqe,73,97,126,4079420,167837408,1019855,3,0,0,1.0,5,0,/home/ubuntu/spark-skew/results/s11b/s11b_byt8_rb256_c4_m1500m_p200_aqe1_join_aqe_rep0_cd85d9,15838,0,True,byte,False,121322310,121322310,121322310,142606064,152461749,55677523,658468,4052415418,s11b,891,197,236,579,16337,4173737728,10,20,join
s11b_byt8_rb256_c4_m1500m_p200_aqe1_join_aqe_rep1,8.0,256,4,1500m,200,True,lz4,1,15.795,2.7382997803260753,4.42713567839196,,,,,,True,False,False,4,,,,15272,363662,2612,66013,3211228,0,10001,0.3,32,1586751,3177383,True,,,0,12,472,True,/data/spark-skew-data/skew8_rb256_p200_g4,,0,aqe,73,95,126,4077700,167837408,1019425,2,32,8,1.0,5,0,/home/ubuntu/spark-skew/results/s11b/s11b_byt8_rb256_c4_m1500m_p200_aqe1_join_aqe_rep1_79333d,15964,0,True,byte,False,121322310,121322310,121322310,142606064,152461749,55677523,658468,4052415418,s11b,881,199,252,607,16452,4173737728,10,20,join
s11b_byt8_rb256_c4_m1500m_p200_aqe1_join_aqe_rep2,8.0,256,4,1500m,200,True,lz4,2,15.661,2.7382997803260753,4.528205128205128,,,,,,True,False,False,4,,,,14655,382473,2009984,64165,3524079,1,10001,0.3,32,1587509,3178900,True,,,0,13,293,True,/data/spark-skew-data/skew8_rb256_p200_g4,,0,aqe,73,95,126,3675996,167837408,918999,2,13668,3417,1.0,5,0,/home/ubuntu/spark-skew/results/s11b/s11b_byt8_rb256_c4_m1500m_p200_aqe1_join_aqe_rep2_1321e4,15167,0,True,byte,False,121322310,121322310,121322310,142606064,152461749,55677523,658468,4052415418,s11b,883,195,233,504,15622,4173737728,10,20,join
