run_id,skew,row_bytes,cores,exec_mem,partitions,aqe,codec,rep,wall_seconds,actual_size_skew,actual_time_skew,aqe_read_coalesced,aqe_read_skewed,aqe_split_detected,aqe_updates,cpu_ms_total,delta_ctxt,delta_pgpgout_kb,delta_psi_cpu_some_us,delta_psi_io_full_us,delta_psi_mem_full_us,dropped_caches,error,fetch_wait_ms_total,gc_ms_max_task,gc_ms_total,input,n_reduce_tasks,n_samples,n_tasks_total,peak_dirty_kb,peak_exec_mem_max,peak_writeback_kb,record_skew,reduce_stage_id,remote_to_disk_total,run_dir,run_ms_total,shuffle_compress,skew_mode,smj_skew,spill_disk_max_task,spill_disk_total,spill_mem_total,sr_bytes_max,sr_bytes_median,sr_records_max,tag,task_ms_max,task_ms_p50,task_ms_p90,task_ms_p99,task_ms_sum,workload
s4_rec32_rb64_c4_m1500m_p200_aqe1_join_rep1,1.0,64,4,1500m,200,True,lz4,1,20.289,1.6812123328731476,3.6486486486486487,True,False,False,4,14513,437621,1892568,100329,3770173,0,True,,0,13,346,/data/spark-skew-data/rec32_rb64_cb2048_p200_g8,198,115,310,6086156,134283072,7936,32.0,5,0,/home/ubuntu/spark-skew/results/s4/s4_rec32_rb64_c4_m1500m_p200_aqe1_join_rep1_c92e49,14959,True,record,False,0,0,0,67943488,40413389.0,663825,s4,270,74.0,92,261,15930,join
s4_rec32_rb64_c4_m1500m_p200_aqe1_join_rep2,1.0,64,4,1500m,200,True,lz4,2,20.897,1.6812123328731476,3.581081081081081,True,False,False,4,14317,459652,1892536,88316,4276209,1,True,,0,14,352,/data/spark-skew-data/rec32_rb64_cb2048_p200_g8,198,117,310,6065804,134283072,15872,32.0,5,0,/home/ubuntu/spark-skew/results/s4/s4_rec32_rb64_c4_m1500m_p200_aqe1_join_rep2_f82f48,14769,True,record,False,0,0,0,67943488,40413389.0,663825,s4,265,74.0,94,246,15761,join
s4_rec4_rb64_c4_m1500m_p200_aqe0_join_rep0,1.0,64,4,1500m,200,False,lz4,0,20.443,1.4387891987120125,3.547945205479452,False,False,False,0,14318,457006,1899076,92044,4353779,0,True,,0,11,308,/data/spark-skew-data/rec4_rb64_cb2048_p200_g8,200,115,311,6019476,76611440,16384,4.0,3,0,/home/ubuntu/spark-skew/results/s4/s4_rec4_rb64_c4_m1500m_p200_aqe0_join_rep0_948fdc,14751,True,record,False,0,0,0,57959187,40283307.0,81513,s4,259,73.0,90,251,15664,join
s4_rec4_rb64_c4_m1500m_p200_aqe0_join_rep1,1.0,64,4,1500m,200,False,lz4,1,20.825,1.4387891987120125,3.863013698630137,False,False,False,0,14461,451218,1905312,89085,4019736,1,True,,0,13,292,/data/spark-skew-data/rec4_rb64_cb2048_p200_g8,200,117,311,6055364,76611440,8192,4.0,3,0,/home/ubuntu/spark-skew/results/s4/s4_rec4_rb64_c4_m1500m_p200_aqe0_join_rep1_0b9abb,14898,True,record,False,0,0,0,57959187,40283307.0,81513,s4,282,73.0,93,278,15802,join
s4_rec4_rb64_c4_m1500m_p200_aqe0_join_rep2,1.0,64,4,1500m,200,False,lz4,2,20.446,1.4387891987120125,3.6164383561643834,False,False,False,0,14256,442138,1905824,86681,4024322,0,True,,0,12,316,/data/spark-skew-data/rec4_rb64_cb2048_p200_g8,200,115,311,6062828,76611440,13252,4.0,3,0,/home/ubuntu/spark-skew/results/s4/s4_rec4_rb64_c4_m1500m_p200_aqe0_join_rep2_dae1e1,14679,True,record,False,0,0,0,57959187,40283307.0,81513,s4,264,73.0,91,252,15630,join
s4_rec4_rb64_c4_m1500m_p200_aqe1_join_rep0,1.0,64,4,1500m,200,True,lz4,0,20.129,1.5184499394656077,3.675675675675676,True,False,False,4,14474,455262,2215512,84399,4000498,1,True,,0,16,326,/data/spark-skew-data/rec4_rb64_cb2048_p200_g8,198,115,309,6019360,76611440,14740,4.0,5,0,/home/ubuntu/spark-skew/results/s4/s4_rec4_rb64_c4_m1500m_p200_aqe1_join_rep0_a0838b,14921,True,record,False,0,0,0,61522485,40516637.0,81513,s4,272,74.0,97,263,15904,join
s4_rec4_rb64_c4_m1500m_p200_aqe1_join_rep1,1.0,64,4,1500m,200,True,lz4,1,20.414,1.5184499394656077,4.013513513513513,True,False,False,4,14402,465992,1899320,92154,3982337,1,True,,0,12,291,/data/spark-skew-data/rec4_rb64_cb2048_p200_g8,198,115,309,6076428,76611440,13824,4.0,5,0,/home/ubuntu/spark-skew/results/s4/s4_rec4_rb64_c4_m1500m_p200_aqe1_join_rep1_5c9f9b,14824,True,record,False,0,0,0,61522485,40516637.0,81513,s4,297,74.0,89,293,15775,join
s4_rec4_rb64_c4_m1500m_p200_aqe1_join_rep2,1.0,64,4,1500m,200,True,lz4,2,20.397,1.5184499394656077,3.7972972972972974,True,False,False,4,14346,452348,1904956,84318,3985341,0,True,,0,13,330,/data/spark-skew-data/rec4_rb64_cb2048_p200_g8,198,115,309,6041624,76611440,15872,4.0,5,0,/home/ubuntu/spark-skew/results/s4/s4_rec4_rb64_c4_m1500m_p200_aqe1_join_rep2_5180bc,14825,True,record,False,0,0,0,61522485,40516637.0,81513,s4,281,74.0,95,280,15829,join
s4_rec8_rb64_c4_m1500m_p200_aqe0_join_rep0,1.0,64,4,1500m,200,False,lz4,0,20.053,1.4370315951249493,3.4324324324324325,False,False,False,0,14164,452025,1898396,96630,4015886,0,True,,0,10,311,/data/spark-skew-data/rec8_rb64_cb2048_p200_g8,200,113,311,6067896,76611440,0,8.0,3,0,/home/ubuntu/spark-skew/results/s4/s4_rec8_rb64_c4_m1500m_p200_aqe0_join_rep0_a4e03a,14589,True,record,False,0,0,0,57924652,40308544.5,164950,s4,254,74.0,92,252,15470,join
s4_rec8_rb64_c4_m1500m_p200_aqe0_join_rep1,1.0,64,4,1500m,200,False,lz4,1,20.607,1.4370315951249493,4.2465753424657535,False,False,False,0,14434,436551,1898156,83105,4248147,0,True,,0,14,323,/data/spark-skew-data/rec8_rb64_cb2048_p200_g8,200,117,311,6042492,76611440,108,8.0,3,0,/home/ubuntu/spark-skew/results/s4/s4_rec8_rb64_c4_m1500m_p200_aqe0_join_rep1_c01329,14904,True,record,False,0,0,0,57924652,40308544.5,164950,s4,310,73.0,92,306,15823,join
s4_rec8_rb64_c4_m1500m_p200_aqe0_join_rep2,1.0,64,4,1500m,200,False,lz4,2,20.79,1.4370315951249493,3.72972972972973,False,False,False,0,14389,463624,1898396,94145,4035543,1,True,,0,11,340,/data/spark-skew-data/rec8_rb64_cb2048_p200_g8,200,117,311,6059208,76611440,14012,8.0,3,0,/home/ubuntu/spark-skew/results/s4/s4_rec8_rb64_c4_m1500m_p200_aqe0_join_rep2_8a81f9,14891,True,record,False,0,0,0,57924652,40308544.5,164950,s4,276,74.0,91,265,15829,join
s4_rec8_rb64_c4_m1500m_p200_aqe1_join_rep0,1.0,64,4,1500m,200,True,lz4,0,20.211,1.5171649584914806,3.7432432432432434,True,False,False,4,14285,462598,2062340,82692,3905587,0,True,,0,13,324,/data/spark-skew-data/rec8_rb64_cb2048_p200_g8,198,115,309,6054512,76611440,52,8.0,5,0,/home/ubuntu/spark-skew/results/s4/s4_rec8_rb64_c4_m1500m_p200_aqe1_join_rep0_cfa15a,14718,True,record,False,0,0,0,61497721,40534630.5,164950,s4,277,74.0,94,270,15674,join
s4_rec8_rb64_c4_m1500m_p200_aqe1_join_rep1,1.0,64,4,1500m,200,True,lz4,1,21.081,1.5171649584914806,3.7333333333333334,True,False,False,4,14478,483717,2214404,91238,4235361,1,True,,0,11,330,/data/spark-skew-data/rec8_rb64_cb2048_p200_g8,198,117,309,6040176,76611440,13312,8.0,5,0,/home/ubuntu/spark-skew/results/s4/s4_rec8_rb64_c4_m1500m_p200_aqe1_join_rep1_270a91,14942,True,record,False,0,0,0,61497721,40534630.5,164950,s4,280,75.0,91,275,15940,join
s4_rec8_rb64_c4_m1500m_p200_aqe1_join_rep2,1.0,64,4,1500m,200,True,lz4,2,20.695,1.5171649584914806,3.6216216216216215,True,False,False,4,14308,464980,1898408,90671,4130649,0,True,,0,13,370,/data/spark-skew-data/rec8_rb64_cb2048_p200_g8,198,117,309,6089100,76611440,14296,8.0,5,0,/home/ubuntu/spark-skew/results/s4/s4_rec8_rb64_c4_m1500m_p200_aqe1_join_rep2_3045d7,14774,True,record,False,0,0,0,61497721,40534630.5,164950,s4,268,74.0,95,255,15774,join
