run_id,skew,row_bytes,cores,exec_mem,partitions,aqe,codec,rep,wall_seconds,actual_size_skew,actual_time_skew,aqe_read_coalesced,aqe_read_skewed,aqe_split_detected,aqe_updates,cpu_ms_total,delta_ctxt,delta_pgpgout_kb,delta_psi_cpu_some_us,delta_psi_io_full_us,delta_psi_mem_full_us,dirty_bg_threshold_pages,dirty_threshold_pages,dropped_caches,error,fetch_wait_ms_total,gc_ms_max_task,gc_ms_total,input,io_cap_mbps,n_reduce_tasks,n_samples,n_tasks_total,peak_dirty_kb,peak_exec_mem_max,peak_nr_dirty_pages,peak_procs_blocked,peak_writeback_kb,peak_writeback_pages,record_skew,reduce_stage_id,remote_to_disk_total,run_dir,run_ms_total,shuffle_compress,skew_mode,smj_skew,spill_disk_all_stages,spill_disk_max_task,spill_disk_total,spill_mem_total,sr_bytes_max,sr_bytes_median,sr_records_max,sw_bytes_all_stages,tag,task_ms_max,task_ms_p50,task_ms_p90,task_ms_p99,task_ms_sum,total_written_bytes,vm_dirty_background_ratio,vm_dirty_ratio,workload
s6v2_byt16_rb256_c4_m1500m_p200_aqe0_sort_rep0,16.0,256,4,1500m,200,False,lz4,0,26.34,15.889055518814175,22.534391534391535,False,False,False,0,42743,481749,5944228,93609,4825124,0,1595047,3193994,True,,0,7,181,/data/spark-skew-data/skew16_rb256_p200_g8,0,200,139,279,6266152,587201568,1566538,3,15684,3921,1.0,2,0,/home/ubuntu/spark-skew/results/s6v2/s6v2_byt16_rb256_c4_m1500m_p200_aqe0_sort_rep0_c70f10,42998,False,byte,False,172776004,172776004,172776004,167771840,685732136,43157514.0,2558702,9275038604,s6v2,4259,189.0,238,506,43743,9447814608,10,20,sort
s6v2_byt16_rb256_c4_m1500m_p200_aqe0_sort_rep0,16.0,256,4,1500m,200,False,lz4,0,41.642,15.889055518814175,23.209756097560977,False,False,False,0,46608,450374,9196920,159889,76300394,2,1595256,3194413,True,,0,8,124,/data/spark-skew-data/skew16_rb256_p200_g8,100,200,441,279,6061028,587201568,1515257,3,5089680,1272420,1.0,2,0,/home/ubuntu/spark-skew/results/s6v2/s6v2_byt16_rb256_c4_m1500m_p200_aqe0_sort_rep0_f93b61,46830,False,byte,False,172776004,172776004,172776004,167771840,685732136,43157514.0,2558702,9275038604,s6v2,4758,205.0,258,527,47534,9447814608,10,20,sort
s6v2_byt16_rb256_c4_m1500m_p200_aqe0_sort_rep1,16.0,256,4,1500m,200,False,lz4,1,119.21,15.889055518814175,22.344647519582246,False,False,False,0,42945,441836,5080048,100444,96751692,0,1595421,3194743,True,,0,13,233,/data/spark-skew-data/skew16_rb256_p200_g8,50,200,511,279,4916100,587201568,1229025,5,4174688,1043672,1.0,2,0,/home/ubuntu/spark-skew/results/s6v2/s6v2_byt16_rb256_c4_m1500m_p200_aqe0_sort_rep1_0170ea,43264,False,byte,False,172776004,172776004,172776004,167771840,685732136,43157514.0,2558702,9275038604,s6v2,4279,191.5,242,503,43999,9447814608,10,20,sort
s6v2_byt16_rb256_c4_m1500m_p200_aqe0_sort_rep1,16.0,256,4,1500m,200,False,zstd,1,32.706,15.298182030059113,23.563106796116504,False,False,False,0,46569,370568,311816,69316,3861353,0,1594432,3192764,True,,0,9,108,/data/spark-skew-data/skew16_rb256_p200_g8,0,200,163,279,4334752,587201568,1083688,3,9888,2472,1.0,2,0,/home/ubuntu/spark-skew/results/s6v2/s6v2_byt16_rb256_c4_m1500m_p200_aqe0_sort_rep1_033670,46772,True,byte,False,76404079,76404079,76404079,167771840,316905650,20715249.0,2558702,4431347175,s6v2,4854,206.0,259,480,47457,4507751254,10,20,sort
s6v2_byt16_rb256_c4_m1500m_p200_aqe0_sort_rep1,16.0,256,4,1500m,200,False,lz4,1,78.695,15.662230940346296,24.08108108108108,False,False,False,0,49872,479940,8213768,152510,143246854,0,1595160,3194221,True,,0,11,304,/data/spark-skew-data/skew16_rb256_p200_g8,50,200,733,279,5556240,587201568,1389060,5,3901380,975345,1.0,2,0,/home/ubuntu/spark-skew/results/s6v2/s6v2_byt16_rb256_c4_m1500m_p200_aqe0_sort_rep1_357578,50293,True,byte,False,143160769,143160769,143160769,167771840,591971286,37796102.5,2558702,8114891979,s6v2,5346,222.0,274,503,51059,8258052748,10,20,sort
s6v2_byt16_rb256_c4_m1500m_p200_aqe0_sort_rep1,16.0,256,4,1500m,200,False,lz4,1,26.558,15.889055518814175,22.789473684210527,False,False,False,0,42853,451033,6338908,169286,16896725,2,1594998,3193896,True,,0,8,164,/data/spark-skew-data/skew16_rb256_p200_g8,200,200,195,279,5999156,587201568,1499789,4,4575944,1143986,1.0,2,0,/home/ubuntu/spark-skew/results/s6v2/s6v2_byt16_rb256_c4_m1500m_p200_aqe0_sort_rep1_50a4a5,43116,False,byte,False,172776004,172776004,172776004,167771840,685732136,43157514.0,2558702,9275038604,s6v2,4330,190.0,242,504,43860,9447814608,10,20,sort
s6v2_byt16_rb256_c4_m1500m_p200_aqe0_sort_rep1,16.0,256,4,1500m,200,False,lz4,1,33.661,15.662230940346296,25.113744075829384,False,False,False,0,48274,474800,2444136,109768,4434557,0,1595323,3194546,True,,0,12,286,/data/spark-skew-data/skew16_rb256_p200_g8,0,200,169,279,5634752,587201568,1408688,3,11860,2965,1.0,2,0,/home/ubuntu/spark-skew/results/s6v2/s6v2_byt16_rb256_c4_m1500m_p200_aqe0_sort_rep1_59c5ce,48666,True,byte,False,143160769,143160769,143160769,167771840,591971286,37796102.5,2558702,8114891979,s6v2,5299,211.0,267,525,49418,8258052748,10,20,sort
s6v2_byt16_rb256_c4_m1500m_p200_aqe0_sort_rep1,16.0,256,4,1500m,200,False,lz4,1,93.524,15.889055518814175,22.608923884514436,False,False,False,0,43023,461843,9202476,170277,76620452,1,1595310,3194520,True,,0,12,232,/data/spark-skew-data/skew16_rb256_p200_g8,100,200,437,279,5977708,587201568,1494427,4,5037208,1259302,1.0,2,0,/home/ubuntu/spark-skew/results/s6v2/s6v2_byt16_rb256_c4_m1500m_p200_aqe0_sort_rep1_72d446,43347,False,byte,False,172776004,172776004,172776004,167771840,685732136,43157514.0,2558702,9275038604,s6v2,4307,190.5,240,535,44091,9447814608,10,20,sort
s6v2_byt16_rb256_c4_m1500m_p200_aqe0_sort_rep1,16.0,256,4,1500m,200,False,lz4,1,27.224,15.889055518814175,23.34673366834171,False,False,False,0,44956,484029,4052880,82973,4178281,1,1593624,3191145,True,,0,16,197,/data/spark-skew-data/skew16_rb256_p200_g8,0,200,143,279,6269548,587201568,1567387,3,12544,3136,1.0,2,0,/home/ubuntu/spark-skew/results/s6v2/s6v2_byt16_rb256_c4_m1500m_p200_aqe0_sort_rep1_86d032,45219,False,byte,False,172776004,172776004,172776004,167771840,685732136,43157514.0,2558702,9275038604,s6v2,4646,199.0,252,539,45975,9447814608,10,20,sort
s6v2_byt16_rb256_c4_m1500m_p200_aqe0_sort_rep1,16.0,256,4,1500m,200,False,zstd,1,46.096,15.298182030059113,24.91627906976744,False,False,False,0,49991,416124,4173900,143280,68857390,0,1595670,3195241,True,,0,9,158,/data/spark-skew-data/skew16_rb256_p200_g8,50,200,437,279,3118776,587201568,779694,4,2056992,514248,1.0,2,0,/home/ubuntu/spark-skew/results/s6v2/s6v2_byt16_rb256_c4_m1500m_p200_aqe0_sort_rep1_b35111,50253,True,byte,False,76404079,76404079,76404079,167771840,316905650,20715249.0,2558702,4431347175,s6v2,5357,215.0,293,636,50985,4507751254,10,20,sort
s6v2_byt16_rb256_c4_m1500m_p200_aqe0_sort_rep1,16.0,256,4,1500m,200,False,lz4,1,43.092,15.662230940346296,24.03181818181818,False,False,False,0,50134,444612,3283124,182966,17155968,0,1594878,3193655,True,,0,7,140,/data/spark-skew-data/skew16_rb256_p200_g8,100,200,223,279,5797064,587201568,1449266,4,1859060,464765,1.0,2,0,/home/ubuntu/spark-skew/results/s6v2/s6v2_byt16_rb256_c4_m1500m_p200_aqe0_sort_rep1_beeb1d,50400,True,byte,False,143160769,143160769,143160769,167771840,591971286,37796102.5,2558702,8114891979,s6v2,5287,220.0,279,509,51103,8258052748,10,20,sort
s6v2_byt16_rb256_c4_m1500m_p200_aqe0_sort_rep1,16.0,256,4,1500m,200,False,zstd,1,34.2,15.298182030059113,23.637254901960784,False,False,False,0,46032,408915,1223816,90391,5142578,1,1594455,3192808,True,,0,8,84,/data/spark-skew-data/skew16_rb256_p200_g8,200,200,169,279,3197172,587201568,799293,4,1051552,262888,1.0,2,0,/home/ubuntu/spark-skew/results/s6v2/s6v2_byt16_rb256_c4_m1500m_p200_aqe0_sort_rep1_d6b108,46204,True,byte,False,76404079,76404079,76404079,167771840,316905650,20715249.0,2558702,4431347175,s6v2,4822,204.0,255,472,46912,4507751254,10,20,sort
s6v2_byt16_rb256_c4_m1500m_p200_aqe0_sort_rep1,16.0,256,4,1500m,200,False,zstd,1,43.968,15.298182030059113,24.019323671497585,False,False,False,0,46825,390906,1537388,82579,15093391,0,1595467,3194836,True,,0,7,118,/data/spark-skew-data/skew16_rb256_p200_g8,100,200,209,279,3140232,587201568,785058,4,1115472,278868,1.0,2,0,/home/ubuntu/spark-skew/results/s6v2/s6v2_byt16_rb256_c4_m1500m_p200_aqe0_sort_rep1_e00946,47034,True,byte,False,76404079,76404079,76404079,167771840,316905650,20715249.0,2558702,4431347175,s6v2,4972,207.0,257,492,47734,4507751254,10,20,sort
s6v2_byt16_rb256_c4_m1500m_p200_aqe0_sort_rep1,16.0,256,4,1500m,200,False,lz4,1,38.963,15.662230940346296,23.77304964539007,False,False,False,0,47837,426668,2866260,104531,11169388,0,1595653,3195208,True,,0,8,113,/data/spark-skew-data/skew16_rb256_p200_g8,200,200,195,279,5855920,587201568,1463980,5,1361680,340420,1.0,2,0,/home/ubuntu/spark-skew/results/s6v2/s6v2_byt16_rb256_c4_m1500m_p200_aqe0_sort_rep1_f8e895,48080,True,byte,False,143160769,143160769,143160769,167771840,591971286,37796102.5,2558702,8114891979,s6v2,5028,211.5,263,490,48783,8258052748,10,20,sort
s6v2_byt16_rb256_c4_m1500m_p200_aqe0_sort_rep2,16.0,256,4,1500m,200,False,lz4,2,75.322,15.662230940346296,23.587822014051522,False,False,False,0,49085,479387,8271024,150624,145430784,0,1595349,3194599,True,,0,13,320,/data/spark-skew-data/skew16_rb256_p200_g8,50,200,739,279,5488216,587201568,1372054,6,4518440,1129610,1.0,2,0,/home/ubuntu/spark-skew/results/s6v2/s6v2_byt16_rb256_c4_m1500m_p200_aqe0_sort_rep2_0f3bef,49506,True,byte,False,143160769,143160769,143160769,167771840,591971286,37796102.5,2558702,8114891979,s6v2,5036,213.5,280,693,50267,8258052748,10,20,sort
s6v2_byt16_rb256_c4_m1500m_p200_aqe0_sort_rep2,16.0,256,4,1500m,200,False,zstd,2,56.887,15.298182030059113,23.402409638554218,False,False,False,0,47902,386294,1574672,82375,27711699,0,1595144,3194189,True,,0,8,76,/data/spark-skew-data/skew16_rb256_p200_g8,50,200,259,279,2955932,587201568,738983,5,1177696,294424,1.0,2,0,/home/ubuntu/spark-skew/results/s6v2/s6v2_byt16_rb256_c4_m1500m_p200_aqe0_sort_rep2_1f9630,48079,True,byte,False,76404079,76404079,76404079,167771840,316905650,20715249.0,2558702,4431347175,s6v2,4856,207.5,276,615,48779,4507751254,10,20,sort
s6v2_byt16_rb256_c4_m1500m_p200_aqe0_sort_rep2,16.0,256,4,1500m,200,False,lz4,2,33.569,15.662230940346296,24.06132075471698,False,False,False,0,48063,456422,2224228,90453,4765189,2,1595684,3195270,True,,0,8,122,/data/spark-skew-data/skew16_rb256_p200_g8,0,200,167,279,5856244,587201568,1464061,5,12800,3200,1.0,2,0,/home/ubuntu/spark-skew/results/s6v2/s6v2_byt16_rb256_c4_m1500m_p200_aqe0_sort_rep2_351718,48298,True,byte,False,143160769,143160769,143160769,167771840,591971286,37796102.5,2558702,8114891979,s6v2,5101,212.0,267,493,49000,8258052748,10,20,sort
s6v2_byt16_rb256_c4_m1500m_p200_aqe0_sort_rep2,16.0,256,4,1500m,200,False,zstd,2,44.464,15.298182030059113,23.879227053140095,False,False,False,0,46677,383791,1569240,86661,15592252,1,1594972,3193844,True,,0,8,129,/data/spark-skew-data/skew16_rb256_p200_g8,100,200,209,279,3122564,587201568,780641,4,1155420,288855,1.0,2,0,/home/ubuntu/spark-skew/results/s6v2/s6v2_byt16_rb256_c4_m1500m_p200_aqe0_sort_rep2_3b76bd,46893,True,byte,False,76404079,76404079,76404079,167771840,316905650,20715249.0,2558702,4431347175,s6v2,4943,207.0,258,483,47617,4507751254,10,20,sort
s6v2_byt16_rb256_c4_m1500m_p200_aqe0_sort_rep2,16.0,256,4,1500m,200,False,lz4,2,30.918,15.889055518814175,22.546875,False,False,False,0,43131,444606,6874720,166843,18542873,0,1595592,3195087,True,,0,7,173,/data/spark-skew-data/skew16_rb256_p200_g8,200,200,203,279,6011168,587201568,1502792,4,4779588,1194897,1.0,2,0,/home/ubuntu/spark-skew/results/s6v2/s6v2_byt16_rb256_c4_m1500m_p200_aqe0_sort_rep2_5d0e73,43412,False,byte,False,172776004,172776004,172776004,167771840,685732136,43157514.0,2558702,9275038604,s6v2,4329,192.0,245,511,44158,9447814608,10,20,sort
s6v2_byt16_rb256_c4_m1500m_p200_aqe0_sort_rep2,16.0,256,4,1500m,200,False,zstd,2,38.492,15.298182030059113,24.982968369829685,False,False,False,0,46903,396300,1541764,79732,10018865,0,1594314,3192526,True,,0,8,118,/data/spark-skew-data/skew16_rb256_p200_g8,200,200,191,279,3196448,587201568,799112,4,1090668,272667,1.0,2,0,/home/ubuntu/spark-skew/results/s6v2/s6v2_byt16_rb256_c4_m1500m_p200_aqe0_sort_rep2_675afa,47099,True,byte,False,76404079,76404079,76404079,167771840,316905650,20715249.0,2558702,4431347175,s6v2,5134,205.5,260,476,47798,4507751254,10,20,sort
s6v2_byt16_rb256_c4_m1500m_p200_aqe0_sort_rep2,16.0,256,4,1500m,200,False,lz4,2,26.396,15.889055518814175,22.852631578947367,False,False,False,0,42970,481816,6073020,90880,4771156,1,1594531,3192961,True,,0,9,144,/data/spark-skew-data/skew16_rb256_p200_g8,0,200,139,279,6251724,587201568,1562931,4,16384,4096,1.0,2,0,/home/ubuntu/spark-skew/results/s6v2/s6v2_byt16_rb256_c4_m1500m_p200_aqe0_sort_rep2_6dc7e0,43200,False,byte,False,172776004,172776004,172776004,167771840,685732136,43157514.0,2558702,9275038604,s6v2,4342,190.0,238,484,43923,9447814608,10,20,sort
s6v2_byt16_rb256_c4_m1500m_p200_aqe0_sort_rep2,16.0,256,4,1500m,200,False,lz4,2,208.721,15.889055518814175,22.92105263157895,False,False,False,0,44144,482465,9335256,121359,183872996,0,1594780,3193460,True,,0,16,225,/data/spark-skew-data/skew16_rb256_p200_g8,50,200,869,279,4607180,587201568,1151795,5,6794968,1698742,1.0,2,0,/home/ubuntu/spark-skew/results/s6v2/s6v2_byt16_rb256_c4_m1500m_p200_aqe0_sort_rep2_984dc5,44456,False,byte,False,172776004,172776004,172776004,167771840,685732136,43157514.0,2558702,9275038604,s6v2,4355,190.0,249,692,45193,9447814608,10,20,sort
s6v2_byt16_rb256_c4_m1500m_p200_aqe0_sort_rep2,16.0,256,4,1500m,200,False,lz4,2,52.206,15.662230940346296,24.028301886792452,False,False,False,0,48156,453681,2946820,145326,22388092,2,1594717,3193333,True,,0,12,299,/data/spark-skew-data/skew16_rb256_p200_g8,100,200,243,279,5711904,587201568,1427976,5,2378404,594601,1.0,2,0,/home/ubuntu/spark-skew/results/s6v2/s6v2_byt16_rb256_c4_m1500m_p200_aqe0_sort_rep2_a2bf8b,48554,True,byte,False,143160769,143160769,143160769,167771840,591971286,37796102.5,2558702,8114891979,s6v2,5094,212.0,270,516,49326,8258052748,10,20,sort
s6v2_byt16_rb256_c4_m1500m_p200_aqe0_sort_rep2,16.0,256,4,1500m,200,False,lz4,2,39.887,15.662230940346296,25.323809523809523,False,False,False,0,48053,451085,3002080,101387,11029796,0,1594207,3192311,True,,0,54,185,/data/spark-skew-data/skew16_rb256_p200_g8,200,200,195,279,5856236,587201568,1464059,5,1521672,380418,1.0,2,0,/home/ubuntu/spark-skew/results/s6v2/s6v2_byt16_rb256_c4_m1500m_p200_aqe0_sort_rep2_ab672d,48346,True,byte,False,143160769,143160769,143160769,167771840,591971286,37796102.5,2558702,8114891979,s6v2,5318,210.0,265,490,49055,8258052748,10,20,sort
s6v2_byt16_rb256_c4_m1500m_p200_aqe0_sort_rep2,16.0,256,4,1500m,200,False,zstd,2,32.697,15.298182030059113,24.03921568627451,False,False,False,0,46467,381956,311804,72364,3821696,0,1594897,3193695,True,,0,8,87,/data/spark-skew-data/skew16_rb256_p200_g8,0,200,163,279,4334640,587201568,1083660,2,184,46,1.0,2,0,/home/ubuntu/spark-skew/results/s6v2/s6v2_byt16_rb256_c4_m1500m_p200_aqe0_sort_rep2_aea687,46642,True,byte,False,76404079,76404079,76404079,167771840,316905650,20715249.0,2558702,4431347175,s6v2,4904,204.0,255,495,47331,4507751254,10,20,sort
s6v2_byt16_rb256_c4_m1500m_p200_aqe0_sort_rep2,16.0,256,4,1500m,200,False,lz4,2,26.537,15.889055518814175,22.445026178010473,False,False,False,0,43945,436039,9074684,168505,76114714,1,1595241,3194383,True,,0,10,142,/data/spark-skew-data/skew16_rb256_p200_g8,100,200,435,279,6107204,587201568,1526801,3,5146488,1286622,1.0,2,0,/home/ubuntu/spark-skew/results/s6v2/s6v2_byt16_rb256_c4_m1500m_p200_aqe0_sort_rep2_bc11b2,44189,False,byte,False,172776004,172776004,172776004,167771840,685732136,43157514.0,2558702,9275038604,s6v2,4287,191.0,252,621,44919,9447814608,10,20,sort
s6v2_byt64_rb256_c4_m1500m_p200_aqe0_sort_rep0,64.0,256,4,1500m,200,False,zstd,0,49.244,61.368043492026054,140.35435435435434,False,False,False,0,57057,440740,4267304,85475,4460251,1,1592437,3188767,True,,0,22,100,/data/spark-skew-data/skew64_rb256_p200_g8,0,200,228,290,4011232,746584816,1002600,2,16384,4096,1.0,2,0,/home/ubuntu/spark-skew/results/s6v2/s6v2_byt64_rb256_c4_m1500m_p200_aqe0_sort_rep0_1c9b69,57238,True,byte,False,1000743916,1000743916,1000743916,2206199696,1039440721,16937817.5,8408141,4403462902,s6v2,23369,166.5,211,468,57929,5404206818,10,20,sort
s6v2_byt64_rb256_c4_m1500m_p200_aqe0_sort_rep0,64.0,256,4,1500m,200,False,zstd,0,51.642,61.368043492026054,138.86060606060607,False,False,False,0,56188,424432,4363864,170067,13977644,0,1595007,3193915,True,,0,20,124,/data/spark-skew-data/skew64_rb256_p200_g8,200,200,273,290,3694348,746584816,923587,5,1597736,399434,1.0,2,0,/home/ubuntu/spark-skew/results/s6v2/s6v2_byt64_rb256_c4_m1500m_p200_aqe0_sort_rep0_41b6f7,56396,True,byte,False,1000743916,1000743916,1000743916,2206199696,1039440721,16937817.5,8408141,4403462902,s6v2,22912,165.0,202,495,57104,5404206818,10,20,sort
s6v2_byt64_rb256_c4_m1500m_p200_aqe0_sort_rep0,64.0,256,4,1500m,200,False,lz4,0,78.881,62.92739528678515,274.36309523809524,False,False,False,0,56689,472374,9337636,222731,32965578,0,1595170,3194241,True,,0,13,163,/data/spark-skew-data/skew64_rb256_p200_g8,200,200,349,290,6189496,746584816,1547374,4,4577564,1144391,1.0,2,0,/home/ubuntu/spark-skew/results/s6v2/s6v2_byt64_rb256_c4_m1500m_p200_aqe0_sort_rep0_4aa091,80283,True,byte,False,1875257603,1875257603,1875257603,2206199696,1944042106,30893414.5,8408141,8094528423,s6v2,46093,168.0,210,481,80985,9969786026,10,20,sort
s6v2_byt64_rb256_c4_m1500m_p200_aqe0_sort_rep0,64.0,256,4,1500m,200,False,lz4,0,48.383,62.92739528678515,130.70348837209303,False,False,False,0,57257,477961,7343548,87947,4840284,0,1595153,3194206,True,,0,12,305,/data/spark-skew-data/skew64_rb256_p200_g8,0,200,226,290,6088124,746584816,1522031,2,16384,4096,1.0,2,0,/home/ubuntu/spark-skew/results/s6v2/s6v2_byt64_rb256_c4_m1500m_p200_aqe0_sort_rep0_55c0c7,57651,True,byte,False,1875257603,1875257603,1875257603,2206199696,1944042106,30893414.5,8408141,8094528423,s6v2,22481,172.0,218,491,58424,9969786026,10,20,sort
