run_id,skew,row_bytes,cores,exec_mem,partitions,aqe,codec,rep,wall_seconds,actual_size_skew,actual_time_skew,aqe_read_coalesced,aqe_read_skewed,aqe_split_detected,aqe_updates,avg_write_mbps,cgroup_write_mbps,cgroup_written_bytes,cpu_ms_total,delta_ctxt,delta_pgpgout_kb,delta_psi_cpu_some_us,delta_psi_io_full_us,delta_psi_mem_full_us,dirty_bg_threshold_pages,dirty_threshold_pages,dropped_caches,error,fetch_wait_ms_total,gc_ms_max_task,gc_ms_total,input,io_cap_applied,io_cap_mbps,n_reduce_tasks,n_samples,n_tasks_total,peak_dirty_kb,peak_exec_mem_max,peak_nr_dirty_pages,peak_procs_blocked,peak_writeback_kb,peak_writeback_pages,record_skew,reduce_stage_id,remote_to_disk_total,run_dir,run_ms_total,shuffle_compress,skew_mode,smj_skew,spill_disk_all_stages,spill_disk_max_task,spill_disk_total,spill_mem_total,sr_bytes_max,sr_bytes_median,sr_records_max,sw_bytes_all_stages,tag,task_ms_max,task_ms_p50,task_ms_p90,task_ms_p99,task_ms_sum,total_written_bytes,vm_dirty_background_ratio,vm_dirty_ratio,workload
s8_byt16_rb256_c2_m1500m_p200_aqe0_sort_rep0,16.0,256,2,1500m,200,False,lz4,0,52.865,15.661798283793441,27.561855670103093,False,False,False,0,,,,43710,453051,4768428,108895,4880020,0,1593809,3191516,True,,0,11,182,/data/spark-skew-data/skew16_rb256_p200_g8,,0,200,245,279,5049100,385875632,1262275,3,15104,3776,1.0,2,0,/home/ubuntu/spark-skew/results/s8/s8_byt16_rb256_c2_m1500m_p200_aqe0_sort_rep0_c485d2,43881,True,byte,False,285769478,285769478,285769478,335544000,591970274,37797082.0,2558702,8114901074,s8,5347,194.0,234,403,44640,8400670552,10,20,sort
s8_byt16_rb256_c2_m1500m_p200_aqe0_sort_rep1,16.0,256,2,1500m,200,False,lz4,1,53.632,15.661798283793441,28.331632653061224,False,False,False,0,,,,44499,463123,5985996,103306,5173547,0,1593551,3190998,True,,0,12,200,/data/spark-skew-data/skew16_rb256_p200_g8,,0,200,249,279,5052888,385875632,1263222,2,17560,4390,1.0,2,0,/home/ubuntu/spark-skew/results/s8/s8_byt16_rb256_c2_m1500m_p200_aqe0_sort_rep1_0181d7,44700,True,byte,False,285769478,285769478,285769478,335544000,591970274,37797082.0,2558702,8114901074,s8,5553,196.0,243,388,45469,8400670552,10,20,sort
s8_byt16_rb256_c4_m1500m_p200_aqe0_agg_rep0,16.0,256,4,1500m,200,False,lz4,0,22.169,20.228326438697707,10.642857142857142,False,False,False,0,,,,4863,420972,1776,67108,3675649,1,1593803,3191503,True,,0,21,632,/data/spark-skew-data/skew16_rb256_p200_g8,,0,200,121,279,317136,0,79284,4,0,0,1.0,2,0,/home/ubuntu/spark-skew/results/s8/s8_byt16_rb256_c4_m1500m_p200_aqe0_agg_rep0_1c0c4f,5507,True,byte,False,0,0,0,0,29292771,1448106.5,4824,316934695,s8,298,28.0,42,120,6311,316934695,10,20,agg
s8_byt16_rb256_c4_m1500m_p200_aqe0_agg_rep0,16.0,256,4,1500m,200,False,lz4,0,21.898,20.228326438697707,11.872340425531915,False,False,False,0,,,,4550,397495,1688,63249,3592422,0,1592554,3189002,True,,0,34,387,/data/spark-skew-data/skew16_rb256_p200_g8,,0,200,119,279,314180,0,78545,2,0,0,1.0,2,0,/home/ubuntu/spark-skew/results/s8/s8_byt16_rb256_c4_m1500m_p200_aqe0_agg_rep0_a60f67,4945,True,byte,False,0,0,0,0,29292771,1448106.5,4824,316934695,s8,279,23.5,36,125,5651,316934695,10,20,agg
s8_byt16_rb256_c4_m1500m_p200_aqe0_agg_rep1,16.0,256,4,1500m,200,False,lz4,1,22.137,20.228326438697707,11.851851851851851,False,False,False,0,,,,4754,398974,1692,62992,3827422,1,1591724,3187341,True,,0,35,565,/data/spark-skew-data/skew16_rb256_p200_g8,,0,200,119,279,317688,0,79422,3,0,0,1.0,2,0,/home/ubuntu/spark-skew/results/s8/s8_byt16_rb256_c4_m1500m_p200_aqe0_agg_rep1_593ef1,5331,True,byte,False,0,0,0,0,29292771,1448106.5,4824,316934695,s8,320,27.0,38,124,6138,316934695,10,20,agg
s8_byt16_rb256_c4_m1500m_p200_aqe0_agg_rep1,16.0,256,4,1500m,200,False,lz4,1,21.93,20.228326438697707,10.555555555555555,False,False,False,0,,,,4769,389369,1688,62706,3880875,3,1593450,3190797,True,,0,22,621,/data/spark-skew-data/skew16_rb256_p200_g8,,0,200,119,279,317052,0,79263,4,0,0,1.0,2,0,/home/ubuntu/spark-skew/results/s8/s8_byt16_rb256_c4_m1500m_p200_aqe0_agg_rep1_5b2cca,5403,True,byte,False,0,0,0,0,29292771,1448106.5,4824,316934695,s8,285,27.0,40,116,6171,316934695,10,20,agg
s8_byt16_rb256_c4_m1500m_p200_aqe0_agg_rep2,16.0,256,4,1500m,200,False,lz4,2,22.149,20.228326438697707,10.92,False,False,False,0,,,,4675,396098,1692,58680,3647309,2,1592420,3188735,True,,0,38,672,/data/spark-skew-data/skew16_rb256_p200_g8,,0,200,119,279,316868,0,79217,2,4,1,1.0,2,0,/home/ubuntu/spark-skew/results/s8/s8_byt16_rb256_c4_m1500m_p200_aqe0_agg_rep2_bae873,5361,True,byte,False,0,0,0,0,29292771,1448106.5,4824,316934695,s8,273,25.0,40,140,6105,316934695,10,20,agg
s8_byt16_rb256_c4_m1500m_p200_aqe0_count_rep0,16.0,256,4,1500m,200,False,lz4,0,5.393,1.3209933453896434,10.375,False,False,False,0,,,,1147,230890,96,76204,3112025,0,1590295,3184479,True,,0,6,44,/data/spark-skew-data/skew16_rb256_p200_g8,,0,200,53,279,12032,8650736,3008,1,0,0,1.0,2,0,/home/ubuntu/spark-skew/results/s8/s8_byt16_rb256_c4_m1500m_p200_aqe0_count_rep0_833a47,1263,True,byte,False,0,0,0,0,55880,42301.5,4824,8454906,s8,83,8.0,13,81,2077,8454906,10,20,count
s8_byt16_rb256_c4_m1500m_p200_aqe0_count_rep1,16.0,256,4,1500m,200,False,lz4,1,5.355,1.3209933453896434,10.555555555555555,False,False,False,0,,,,1505,220686,96,63529,3015462,1,1590823,3185536,True,,0,5,57,/data/spark-skew-data/skew16_rb256_p200_g8,,0,200,53,279,12412,8650736,3103,1,0,0,1.0,2,0,/home/ubuntu/spark-skew/results/s8/s8_byt16_rb256_c4_m1500m_p200_aqe0_count_rep1_91384e,1621,True,byte,False,0,0,0,0,55880,42301.5,4824,8454906,s8,95,9.0,19,94,2538,8454906,10,20,count
s8_byt16_rb256_c4_m1500m_p200_aqe0_count_rep2,16.0,256,4,1500m,200,False,lz4,2,5.319,1.3209933453896434,9.5,False,False,False,0,,,,1128,218672,96,71948,3056575,1,1592345,3188584,True,,0,5,44,/data/spark-skew-data/skew16_rb256_p200_g8,,0,200,53,279,13864,8650736,3466,1,0,0,1.0,2,0,/home/ubuntu/spark-skew/results/s8/s8_byt16_rb256_c4_m1500m_p200_aqe0_count_rep2_a9a2de,1226,True,byte,False,0,0,0,0,55880,42301.5,4824,8454906,s8,76,8.0,16,75,2080,8454906,10,20,count
s8_byt16_rb256_c4_m1500m_p200_aqe0_join_rep0,16.0,256,4,1500m,200,False,lz4,0,25.597,15.661456755867247,15.60483870967742,False,False,False,0,,,,27168,446622,5427868,83466,4861881,0,1588981,3181848,True,,0,13,318,/data/spark-skew-data/skew16_rb256_p200_g8,,0,200,137,283,6078444,620821472,1519611,3,17384,4242,1.0,3,0,/home/ubuntu/spark-skew/results/s8/s8_byt16_rb256_c4_m1500m_p200_aqe0_join_rep0_9370a1,27633,True,byte,False,121329016,121329016,121329016,142606064,591971116,37797960.0,2558748,8115078314,s8,1935,124.0,156,501,28501,8236407330,10,20,join
s8_byt16_rb256_c4_m1500m_p200_aqe0_join_rep0,16.0,256,4,1500m,200,False,lz4,0,25.978,15.661456755867247,16.716535433070867,False,False,False,0,,,,27453,479904,5430604,78087,4676699,0,1594041,3191979,True,,0,22,633,/data/spark-skew-data/skew16_rb256_p200_g8,,0,200,137,283,6090216,620821472,1522554,3,15688,3904,1.0,3,0,/home/ubuntu/spark-skew/results/s8/s8_byt16_rb256_c4_m1500m_p200_aqe0_join_rep0_d699d5,28243,True,byte,False,121329016,121329016,121329016,142606064,591971116,37797960.0,2558748,8115078314,s8,2123,127.0,159,498,29205,8236407330,10,20,join
s8_byt16_rb256_c4_m1500m_p200_aqe0_join_rep1,16.0,256,4,1500m,200,False,lz4,1,27.302,15.661456755867247,16.1423487544484,False,False,False,0,,,,28521,536087,5763980,89854,4432746,0,1590224,3184337,True,,3,149,1491,/data/spark-skew-data/skew16_rb256_p200_g8,,0,200,143,283,6086172,620821472,1521644,2,16384,4096,1.0,3,0,/home/ubuntu/spark-skew/results/s8/s8_byt16_rb256_c4_m1500m_p200_aqe0_join_rep1_724269,30126,True,byte,False,121329016,121329016,121329016,142606064,591971116,37797960.0,2558748,8115078314,s8,2268,140.5,172,443,31343,8236407330,10,20,join
s8_byt16_rb256_c4_m1500m_p200_aqe0_join_rep1,16.0,256,4,1500m,200,False,lz4,1,25.812,15.661456755867247,15.432,False,False,False,0,,,,26931,448277,4877252,85251,4346337,0,1594724,3193348,True,,0,14,341,/data/spark-skew-data/skew16_rb256_p200_g8,,0,200,137,283,6056904,620821472,1514226,4,15720,3930,1.0,3,0,/home/ubuntu/spark-skew/results/s8/s8_byt16_rb256_c4_m1500m_p200_aqe0_join_rep1_e6c9ac,27388,True,byte,False,121329016,121329016,121329016,142606064,591971116,37797960.0,2558748,8115078314,s8,1929,125.0,162,407,28295,8236407330,10,20,join
s8_byt16_rb256_c4_m1500m_p200_aqe0_join_rep2,16.0,256,4,1500m,200,False,lz4,2,26.815,15.661456755867247,16.110294117647058,False,False,False,0,,,,27874,528376,5430616,74772,4633982,1,1587362,3178606,True,,0,112,1561,/data/spark-skew-data/skew16_rb256_p200_g8,,0,200,141,283,6134452,620821472,1533613,3,16276,4069,1.0,3,0,/home/ubuntu/spark-skew/results/s8/s8_byt16_rb256_c4_m1500m_p200_aqe0_join_rep2_600634,29564,True,byte,False,121329016,121329016,121329016,142606064,591971116,37797960.0,2558748,8115078314,s8,2191,136.0,170,442,30790,8236407330,10,20,join
s8_byt16_rb256_c4_m1500m_p200_aqe0_sort_rep0,16.0,256,4,1500m,200,False,lz4,0,32.599,15.661798283793441,23.53301886792453,False,False,False,0,,,,47996,437485,5765656,80721,4608028,2,1595044,3193989,True,,0,12,183,/data/spark-skew-data/skew16_rb256_p200_g8,,0,200,165,279,6077096,578812976,1519274,3,16384,4096,1.0,2,0,/home/ubuntu/spark-skew/results/s8/s8_byt16_rb256_c4_m1500m_p200_aqe0_sort_rep0_2c0f4b,48306,True,byte,False,150302727,150302727,150302727,176160432,591970274,37797082.0,2558702,8114901074,s8,4989,212.0,266,513,49033,8265203801,10,20,sort
s8_byt16_rb256_c4_m1500m_p200_aqe0_sort_rep0,16.0,256,4,1500m,200,False,lz4,0,32.913,15.661798283793441,23.741176470588236,False,False,False,0,,,,48047,440603,5873628,79620,3820251,0,1594960,3193820,True,,0,9,120,/data/spark-skew-data/skew16_rb256_p200_g8,,0,200,162,279,6048220,587201568,1512055,2,15812,3953,1.0,2,0,/home/ubuntu/spark-skew/results/s8/s8_byt16_rb256_c4_m1500m_p200_aqe0_sort_rep0_b041b8,48272,True,byte,False,143162100,143162100,143162100,167771840,591970274,37797082.0,2558702,8114901074,s8,5045,212.5,267,497,49001,8258063174,10,20,sort
s8_byt16_rb256_c4_m1500m_p200_aqe0_sort_rep1,16.0,256,4,1500m,200,False,lz4,1,32.199,15.661798283793441,23.62857142857143,False,False,False,0,,,,47436,407635,5323244,78709,4310286,0,1594907,3193713,True,,0,8,91,/data/spark-skew-data/skew16_rb256_p200_g8,,0,200,163,279,6041732,587201568,1510433,4,15056,3764,1.0,2,0,/home/ubuntu/spark-skew/results/s8/s8_byt16_rb256_c4_m1500m_p200_aqe0_sort_rep1_721b78,47637,True,byte,False,143162100,143162100,143162100,167771840,591970274,37797082.0,2558702,8114901074,s8,4962,210.0,263,498,48346,8258063174,10,20,sort
s8_byt16_rb256_c4_m1500m_p200_aqe0_sort_rep1,16.0,256,4,1500m,200,False,lz4,1,32.387,15.661798283793441,23.49643705463183,False,False,False,0,,,,47415,424918,5876112,71810,4394563,0,1592837,3189569,True,,0,8,131,/data/spark-skew-data/skew16_rb256_p200_g8,,0,200,163,279,6065132,587201568,1516384,2,16384,4096,1.0,2,0,/home/ubuntu/spark-skew/results/s8/s8_byt16_rb256_c4_m1500m_p200_aqe0_sort_rep1_da958d,47649,True,byte,False,143162100,143162100,143162100,167771840,591970274,37797082.0,2558702,8114901074,s8,4946,210.5,267,558,48386,8258063174,10,20,sort
s8_byt16_rb256_c4_m1500m_p200_aqe0_sort_rep2,16.0,256,4,1500m,200,False,lz4,2,32.181,15.661798283793441,23.528301886792452,False,False,False,0,,,,47775,426062,5765172,81727,4177199,0,1590547,3184983,True,,0,13,130,/data/spark-skew-data/skew16_rb256_p200_g8,,0,200,163,279,6019748,587201568,1504937,2,16324,4081,1.0,2,0,/home/ubuntu/spark-skew/results/s8/s8_byt16_rb256_c4_m1500m_p200_aqe0_sort_rep2_1f6f9d,48009,True,byte,False,143162100,143162100,143162100,167771840,591970274,37797082.0,2558702,8114901074,s8,4988,212.0,269,497,48699,8258063174,10,20,sort
s8_byt16_rb256_c6_m1500m_p200_aqe0_agg_rep0,16.0,256,6,1500m,200,False,lz4,0,21.203,20.228822981812556,9.272727272727273,False,False,False,0,,,,5501,495393,2008,107468,3476532,0,1590531,3184952,True,,0,29,809,/data/spark-skew-data/skew16_rb256_p200_g8,,0,200,117,279,757824,0,189456,5,0,0,1.0,2,0,/home/ubuntu/spark-skew/results/s8/s8_byt16_rb256_c6_m1500m_p200_aqe0_agg_rep0_37acce,6562,True,byte,False,5613427004,0,0,0,29291983,1448032.0,4824,316935423,s8,306,33.0,49,134,7481,5930362427,10,20,agg
s8_byt16_rb256_c6_m1500m_p200_aqe0_agg_rep1,16.0,256,6,1500m,200,False,lz4,1,21.258,20.226383226718813,8.62295081967213,False,False,False,0,,,,5404,476826,1996,113742,3534164,1,1593204,3190304,True,,0,19,698,/data/spark-skew-data/skew16_rb256_p200_g8,,0,200,117,279,715128,0,178782,2,0,0,1.0,2,0,/home/ubuntu/spark-skew/results/s8/s8_byt16_rb256_c6_m1500m_p200_aqe0_agg_rep1_b43599,6223,True,byte,False,5419961776,0,0,0,29292010,1448208.0,4824,316938031,s8,263,30.5,45,137,7190,5736899807,10,20,agg
s8_byt16_rb256_c6_m1500m_p200_aqe0_join_rep0,16.0,256,6,1500m,200,False,lz4,0,22.33,15.661412043226113,26.065693430656935,False,False,False,0,,,,31322,470498,5983660,108951,4662233,1,1588938,3181761,True,,0,17,537,/data/spark-skew-data/skew16_rb256_p200_g8,,0,200,123,285,6031516,637597568,1507879,5,16840,4210,1.0,3,0,/home/ubuntu/spark-skew/results/s8/s8_byt16_rb256_c6_m1500m_p200_aqe0_join_rep0_8f37f3,32158,True,byte,False,579401755,579401755,579401755,675280368,591971274,37798078.0,2558748,8115104120,s8,3571,137.0,176,516,33146,8694505875,10,20,join
s8_byt16_rb256_c6_m1500m_p200_aqe0_join_rep1,16.0,256,6,1500m,200,False,lz4,1,22.224,15.661412043226113,27.813432835820894,False,False,False,0,,,,30928,531250,5980196,88490,4494416,0,1593190,3190276,True,,0,13,509,/data/spark-skew-data/skew16_rb256_p200_g8,,0,200,123,285,6024060,637597568,1506116,4,16384,4096,1.0,3,0,/home/ubuntu/spark-skew/results/s8/s8_byt16_rb256_c6_m1500m_p200_aqe0_join_rep1_77853a,31896,True,byte,False,575783124,575783124,575783124,671086080,591971274,37798078.0,2558748,8115104120,s8,3727,134.0,172,495,32849,8690887244,10,20,join
s8_byt16_rb256_c6_m1500m_p200_aqe0_sort_rep0,16.0,256,6,1500m,200,False,lz4,0,26.544,15.661798283793441,23.46153846153846,False,False,False,0,,,,53153,446124,5984612,80736,4039320,0,1593753,3191402,True,,0,57,301,/data/spark-skew-data/skew16_rb256_p200_g8,,0,200,139,279,6063612,645920608,1516105,3,15556,3889,1.0,2,0,/home/ubuntu/spark-skew/results/s8/s8_byt16_rb256_c6_m1500m_p200_aqe0_sort_rep0_b46b91,53712,True,byte,False,93199386,93199386,93199386,109051488,591970274,37797082.0,2558702,8114901074,s8,5490,234.0,302,607,54464,8208100460,10,20,sort
s8_byt16_rb256_c6_m1500m_p200_aqe0_sort_rep1,16.0,256,6,1500m,200,False,lz4,1,26.313,15.661798283793441,23.16810344827586,False,False,False,0,,,,53629,445448,5984540,85728,4015144,0,1595352,3194605,True,,0,60,269,/data/spark-skew-data/skew16_rb256_p200_g8,,0,200,139,279,6057784,650114896,1514547,3,16384,4096,1.0,2,0,/home/ubuntu/spark-skew/results/s8/s8_byt16_rb256_c6_m1500m_p200_aqe0_sort_rep1_07f4fe,54130,True,byte,False,89630720,89630720,89630720,104857200,591970274,37797082.0,2558702,8114901074,s8,5375,232.0,318,650,54894,8204531794,10,20,sort
s8_byt24_rb256_c4_m1500m_p200_aqe0_agg_rep0,24.0,256,4,1500m,200,False,lz4,0,22.363,30.489972847411032,16.285714285714285,False,False,False,0,,,,4866,430117,1776,63960,3700347,0,1593270,3190437,True,,0,97,1057,/data/spark-skew-data/skew24_rb256_p200_g8,,0,200,121,281,317856,0,79464,3,304,76,1.0,2,0,/home/ubuntu/spark-skew/results/s8/s8_byt24_rb256_c4_m1500m_p200_aqe0_agg_rep0_3ea64c,5907,True,byte,False,0,0,0,0,42642590,1398577.5,4824,320521043,s8,456,28.0,42,126,6802,320521043,10,20,agg
s8_byt24_rb256_c4_m1500m_p200_aqe0_agg_rep1,24.0,256,4,1500m,200,False,lz4,1,22.293,30.489972847411032,16.846153846153847,False,False,False,0,,,,4841,396319,1784,62735,3722091,0,1591404,3186700,True,,0,60,584,/data/spark-skew-data/skew24_rb256_p200_g8,,0,200,121,281,320336,0,80084,3,0,0,1.0,2,0,/home/ubuntu/spark-skew/results/s8/s8_byt24_rb256_c4_m1500m_p200_aqe0_agg_rep1_760991,5425,True,byte,False,0,0,0,0,42642590,1398577.5,4824,320521043,s8,438,26.0,40,126,6236,320521043,10,20,agg
s8_byt24_rb256_c4_m1500m_p200_aqe0_agg_rep2,24.0,256,4,1500m,200,False,lz4,2,22.359,30.489972847411032,18.03846153846154,False,False,False,0,,,,4848,396953,1776,67108,3816181,1,1591147,3186185,True,,0,62,574,/data/spark-skew-data/skew24_rb256_p200_g8,,0,200,121,281,320812,0,80203,4,0,0,1.0,2,0,/home/ubuntu/spark-skew/results/s8/s8_byt24_rb256_c4_m1500m_p200_aqe0_agg_rep2_44b6e6,5407,True,byte,False,0,0,0,0,42642590,1398577.5,4824,320521043,s8,469,26.0,41,115,6189,320521043,10,20,agg
s8_byt24_rb256_c4_m1500m_p200_aqe0_count_rep0,24.0,256,4,1500m,200,False,lz4,0,5.334,1.3218168668413501,10.125,False,False,False,0,,,,1153,218169,96,70227,2878949,2,1591726,3187343,True,,0,4,37,/data/spark-skew-data/skew24_rb256_p200_g8,,0,200,53,281,15676,8650736,3919,2,0,0,1.0,2,0,/home/ubuntu/spark-skew/results/s8/s8_byt24_rb256_c4_m1500m_p200_aqe0_count_rep0_e028c4,1235,True,byte,False,0,0,0,0,55743,42171.5,4824,8436680,s8,81,8.0,14,79,2058,8436680,10,20,count
s8_byt24_rb256_c4_m1500m_p200_aqe0_count_rep1,24.0,256,4,1500m,200,False,lz4,1,5.396,1.3218168668413501,11.25,False,False,False,0,,,,1355,213455,96,72901,3057424,0,1590043,3183975,True,,0,7,56,/data/spark-skew-data/skew24_rb256_p200_g8,,0,200,53,281,11968,8650736,2992,2,0,0,1.0,2,0,/home/ubuntu/spark-skew/results/s8/s8_byt24_rb256_c4_m1500m_p200_aqe0_count_rep1_c6746d,1473,True,byte,False,0,0,0,0,55743,42171.5,4824,8436680,s8,90,8.0,18,89,2344,8436680,10,20,count
