run_id,skew,row_bytes,cores,exec_mem,partitions,aqe,codec,rep,wall_seconds,actual_size_skew,actual_time_skew,cpu_ms_total,delta_ctxt,delta_pgpgout_kb,delta_psi_cpu_some_us,delta_psi_io_full_us,delta_psi_mem_full_us,dropped_caches,error,fetch_wait_ms_total,gc_ms_max_task,gc_ms_total,input,n_reduce_tasks,n_samples,n_tasks_total,peak_dirty_kb,peak_exec_mem_max,peak_writeback_kb,reduce_stage_id,remote_to_disk_total,run_dir,run_ms_total,shuffle_compress,spill_disk_max_task,spill_disk_total,spill_mem_total,sr_bytes_max,sr_bytes_median,sr_records_max,tag,task_ms_max,task_ms_p50,task_ms_p90,task_ms_p99,task_ms_sum,workload
s1_ec2_skew2_rb256_c4_m1500m_p200_aqe0_lz4_rep0,2.0,256,4,1500m,200,False,lz4,0,28.912,1.8801446009939322,2.3660714285714284,45903,445796,5978280,84852,4735380,0,True,,0,16,156,/data/spark-skew-data/skew2_rb256_p200_g8,200,149,275,6074192,100663120,15872,2,0,/home/ubuntu/spark-skew/results/s1_ec2/s1_ec2_skew2_rb256_c4_m1500m_p200_aqe0_lz4_rep0_91aba7,46132,True,0,0,0,73679838,39188389.0,316492,s1_ec2,530,224.0,280,518,46839,sort
s1_ec2_skew2_rb256_c4_m1500m_p200_aqe0_lz4_rep1,2.0,256,4,1500m,200,False,lz4,1,28.663,1.8801446009939322,2.3386004514672685,45042,463324,5518880,85060,4567525,0,True,,0,8,112,/data/spark-skew-data/skew2_rb256_p200_g8,200,149,275,6087652,100663120,15956,2,0,/home/ubuntu/spark-skew/results/s1_ec2/s1_ec2_skew2_rb256_c4_m1500m_p200_aqe0_lz4_rep1_966250,45249,True,0,0,0,73679838,39188389.0,316492,s1_ec2,518,221.5,271,488,45957,sort
s1_ec2_skew2_rb256_c4_m1500m_p200_aqe0_lz4_rep2,2.0,256,4,1500m,200,False,lz4,2,28.68,1.8801446009939322,2.292134831460674,45286,470723,5978024,78951,4595583,0,True,,0,10,200,/data/spark-skew-data/skew2_rb256_p200_g8,200,149,275,6084328,100663120,16504,2,0,/home/ubuntu/spark-skew/results/s1_ec2/s1_ec2_skew2_rb256_c4_m1500m_p200_aqe0_lz4_rep2_983f19,45558,True,0,0,0,73679838,39188389.0,316492,s1_ec2,510,222.5,277,507,46287,sort
s1_ec2_skew2_rb256_c4_m1500m_p200_aqe0_lz4_rep3,2.0,256,4,1500m,200,False,lz4,3,28.641,1.8801446009939322,2.515695067264574,45169,476245,5287372,83367,4713448,0,True,,0,16,160,/data/spark-skew-data/skew2_rb256_p200_g8,200,149,275,6041240,100663120,14532,2,0,/home/ubuntu/spark-skew/results/s1_ec2/s1_ec2_skew2_rb256_c4_m1500m_p200_aqe0_lz4_rep3_b05ebf,45437,True,0,0,0,73679838,39188389.0,316492,s1_ec2,561,223.0,269,549,46129,sort
s1_ec2_skew2_rb256_c4_m1500m_p200_aqe0_lz4_rep4,2.0,256,4,1500m,200,False,lz4,4,29.758,1.8801446009939322,2.303157894736842,47955,485286,5977984,95293,4635791,1,True,,0,13,320,/data/spark-skew-data/skew2_rb256_p200_g8,200,153,275,6127088,100663120,15464,2,0,/home/ubuntu/spark-skew/results/s1_ec2/s1_ec2_skew2_rb256_c4_m1500m_p200_aqe0_lz4_rep4_7f6476,48354,True,0,0,0,73679838,39188389.0,316492,s1_ec2,547,237.5,293,537,49127,sort
s1_ec2_skew32_rb256_c4_m1500m_p200_aqe0_lz4_rep0,32.0,256,4,1500m,200,False,lz4,0,37.861,31.412332107880808,59.6524064171123,49848,455942,6003220,85886,5117158,1,True,,0,15,149,/data/spark-skew-data/skew32_rb256_p200_g8,200,185,282,6071944,746584816,16128,2,0,/home/ubuntu/spark-skew/results/s1_ec2/s1_ec2_skew32_rb256_c4_m1500m_p200_aqe0_lz4_rep0_496ecc,50085,True,720531321,720531321,847247792,1071457073,34109440.5,4633183,s1_ec2,11155,187.0,240,638,50772,sort
s1_ec2_skew32_rb256_c4_m1500m_p200_aqe0_lz4_rep1,32.0,256,4,1500m,200,False,lz4,1,37.665,31.412332107880808,58.189473684210526,49294,440341,6002472,84048,5195831,0,True,,0,9,110,/data/spark-skew-data/skew32_rb256_p200_g8,200,185,282,6133428,746584816,14496,2,0,/home/ubuntu/spark-skew/results/s1_ec2/s1_ec2_skew32_rb256_c4_m1500m_p200_aqe0_lz4_rep1_f26fc7,49495,True,720531321,720531321,847247792,1071457073,34109440.5,4633183,s1_ec2,11056,190.0,239,467,50199,sort
s1_ec2_skew32_rb256_c4_m1500m_p200_aqe0_lz4_rep2,32.0,256,4,1500m,200,False,lz4,2,38.404,31.412332107880808,57.36895674300254,51187,483685,6002668,89287,4700835,2,True,,0,14,111,/data/spark-skew-data/skew32_rb256_p200_g8,200,187,282,6054736,746584816,16384,2,0,/home/ubuntu/spark-skew/results/s1_ec2/s1_ec2_skew32_rb256_c4_m1500m_p200_aqe0_lz4_rep2_b55d15,51397,True,720531321,720531321,847247792,1071457073,34109440.5,4633183,s1_ec2,11273,196.5,245,513,52100,sort
s1_ec2_skew32_rb256_c4_m1500m_p200_aqe0_lz4_rep3,32.0,256,4,1500m,200,False,lz4,3,37.544,31.412332107880808,58.34391534391534,48994,506042,6002532,94002,4867503,0,True,,0,17,335,/data/spark-skew-data/skew32_rb256_p200_g8,200,183,282,6146888,746584816,16384,2,0,/home/ubuntu/spark-skew/results/s1_ec2/s1_ec2_skew32_rb256_c4_m1500m_p200_aqe0_lz4_rep3_6ad811,49444,True,720531321,720531321,847247792,1071457073,34109440.5,4633183,s1_ec2,11027,189.0,238,466,50211,sort
s1_ec2_skew32_rb256_c4_m1500m_p200_aqe0_lz4_rep4,32.0,256,4,1500m,200,False,lz4,4,40.746,31.412332107880808,61.57457212713936,53709,497958,6002896,87605,4904052,3,True,,0,19,199,/data/spark-skew-data/skew32_rb256_p200_g8,200,197,282,6103512,746584816,14780,2,0,/home/ubuntu/spark-skew/results/s1_ec2/s1_ec2_skew32_rb256_c4_m1500m_p200_aqe0_lz4_rep4_e8594c,54035,True,720531321,720531321,847247792,1071457073,34109440.5,4633183,s1_ec2,12592,204.5,256,517,54793,sort
s1_ec2_skew4_rb256_c4_m1500m_p200_aqe0_lz4_rep0,4.0,256,4,1500m,200,False,lz4,0,29.234,3.850740339833423,4.36281179138322,45768,448689,5916348,84050,4781978,0,True,,0,13,176,/data/spark-skew-data/skew4_rb256_p200_g8,200,151,275,6045036,192937648,14848,2,0,/home/ubuntu/spark-skew/results/s1_ec2/s1_ec2_skew4_rb256_c4_m1500m_p200_aqe0_lz4_rep0_c286c2,46026,True,0,0,0,149403209,38798567.5,644069,s1_ec2,962,220.5,279,507,46748,sort
s1_ec2_skew4_rb256_c4_m1500m_p200_aqe0_lz4_rep1,4.0,256,4,1500m,200,False,lz4,1,29.557,3.850740339833423,7.698630136986301,45681,471283,5919148,88947,4819235,0,True,,0,8,104,/data/spark-skew-data/skew4_rb256_p200_g8,200,151,275,6050304,184549056,16384,2,0,/home/ubuntu/spark-skew/results/s1_ec2/s1_ec2_skew4_rb256_c4_m1500m_p200_aqe0_lz4_rep1_c4e6de,45988,True,143172228,143172228,167771840,149403209,38798567.5,644069,s1_ec2,1686,219.0,267,515,46678,sort
s1_ec2_skew4_rb256_c4_m1500m_p200_aqe0_lz4_rep2,4.0,256,4,1500m,200,False,lz4,2,29.489,3.850740339833423,7.4603174603174605,45872,461888,5919548,81792,4599020,0,True,,0,8,124,/data/spark-skew-data/skew4_rb256_p200_g8,200,151,275,6043464,184549056,16604,2,0,/home/ubuntu/spark-skew/results/s1_ec2/s1_ec2_skew4_rb256_c4_m1500m_p200_aqe0_lz4_rep2_fa0487,46141,True,143172228,143172228,167771840,149403209,38798567.5,644069,s1_ec2,1645,220.5,268,572,46861,sort
s1_ec2_skew4_rb256_c4_m1500m_p200_aqe0_lz4_rep3,4.0,256,4,1500m,200,False,lz4,3,29.978,3.850740339833423,7.599078341013825,45687,469292,5919292,86623,5164188,1,True,,0,8,116,/data/spark-skew-data/skew4_rb256_p200_g8,200,153,275,6114568,184549056,15712,2,0,/home/ubuntu/spark-skew/results/s1_ec2/s1_ec2_skew4_rb256_c4_m1500m_p200_aqe0_lz4_rep3_dcb6e3,45944,True,143172228,143172228,167771840,149403209,38798567.5,644069,s1_ec2,1649,217.0,273,524,46646,sort
s1_ec2_skew4_rb256_c4_m1500m_p200_aqe0_lz4_rep4,4.0,256,4,1500m,200,False,lz4,4,30.263,3.850740339833423,7.555555555555555,47036,470800,5918860,95357,4817144,0,True,,0,14,176,/data/spark-skew-data/skew4_rb256_p200_g8,200,155,275,6037600,184549056,16128,2,0,/home/ubuntu/spark-skew/results/s1_ec2/s1_ec2_skew4_rb256_c4_m1500m_p200_aqe0_lz4_rep4_9b559b,47361,True,143172228,143172228,167771840,149403209,38798567.5,644069,s1_ec2,1700,225.0,283,526,48095,sort
s1_ec2_skew64_rb256_c4_m1500m_p200_aqe0_lz4_rep0,64.0,256,4,1500m,200,False,lz4,0,45.737,62.97418240052987,122.13253012048193,54260,479949,5976480,90529,5594047,0,True,,0,17,345,/data/spark-skew-data/skew64_rb256_p200_g8,200,217,290,6233556,746584816,16384,2,0,/home/ubuntu/spark-skew/results/s1_ec2/s1_ec2_skew64_rb256_c4_m1500m_p200_aqe0_lz4_rep0_7e0946,54711,True,1297871306,1297871306,1526723744,1884832519,29930242.0,8152089,s1_ec2,20274,166.0,218,468,55471,sort
s1_ec2_skew64_rb256_c4_m1500m_p200_aqe0_lz4_rep1,64.0,256,4,1500m,200,False,lz4,1,45.619,62.97418240052987,124.5521472392638,54242,466459,5977044,88003,5489151,0,True,,0,15,197,/data/spark-skew-data/skew64_rb256_p200_g8,200,215,290,6189768,746584816,15424,2,0,/home/ubuntu/spark-skew/results/s1_ec2/s1_ec2_skew64_rb256_c4_m1500m_p200_aqe0_lz4_rep1_dffbe2,54521,True,1297871306,1297871306,1526723744,1884832519,29930242.0,8152089,s1_ec2,20302,163.0,208,603,55231,sort
s1_ec2_skew64_rb256_c4_m1500m_p200_aqe0_lz4_rep2,64.0,256,4,1500m,200,False,lz4,2,45.649,62.97418240052987,123.34756097560975,53485,493065,5978220,98090,5467559,0,True,,5,12,300,/data/spark-skew-data/skew64_rb256_p200_g8,200,215,290,6157196,746584816,16384,2,0,/home/ubuntu/spark-skew/results/s1_ec2/s1_ec2_skew64_rb256_c4_m1500m_p200_aqe0_lz4_rep2_c58960,53897,True,1297871306,1297871306,1526723744,1884832519,29930242.0,8152089,s1_ec2,20229,164.0,212,440,54655,sort
s1_ec2_skew64_rb256_c4_m1500m_p200_aqe0_lz4_rep3,64.0,256,4,1500m,200,False,lz4,3,45.57,62.97418240052987,123.75,53684,455661,5976660,95108,5845146,0,True,,0,14,118,/data/spark-skew-data/skew64_rb256_p200_g8,200,215,290,6114276,746584816,16080,2,0,/home/ubuntu/spark-skew/results/s1_ec2/s1_ec2_skew64_rb256_c4_m1500m_p200_aqe0_lz4_rep3_160f70,53892,True,1297871306,1297871306,1526723744,1884832519,29930242.0,8152089,s1_ec2,20295,164.0,211,443,54583,sort
s1_ec2_skew64_rb256_c4_m1500m_p200_aqe0_lz4_rep4,64.0,256,4,1500m,200,False,lz4,4,49.434,62.97418240052987,122.94277929155314,58824,522455,6797420,105598,5668777,1,True,,0,22,284,/data/spark-skew-data/skew64_rb256_p200_g8,200,231,290,6138620,746584816,16116,2,0,/home/ubuntu/spark-skew/results/s1_ec2/s1_ec2_skew64_rb256_c4_m1500m_p200_aqe0_lz4_rep4_510e74,59236,True,1297871306,1297871306,1526723744,1884832519,29930242.0,8152089,s1_ec2,22560,183.5,226,456,60006,sort
s1_ec2_skew8_rb256_c4_m1500m_p200_aqe0_lz4_rep0,8.0,256,4,1500m,200,False,lz4,0,30.62,7.788487601227438,11.854214123006834,46241,437817,5804876,104723,5169790,2,True,,0,11,266,/data/spark-skew-data/skew8_rb256_p200_g8,200,155,276,6047520,192937648,16384,2,0,/home/ubuntu/spark-skew/results/s1_ec2/s1_ec2_skew8_rb256_c4_m1500m_p200_aqe0_lz4_rep0_a0ca1a,46656,True,150297829,150297829,176160432,296373282,38052738.5,1279949,s1_ec2,2602,219.5,269,514,47416,sort
s1_ec2_skew8_rb256_c4_m1500m_p200_aqe0_lz4_rep1,8.0,256,4,1500m,200,False,lz4,1,30.308,7.788487601227438,12.116822429906541,46119,442510,5805424,76493,4761913,0,True,,0,8,100,/data/spark-skew-data/skew8_rb256_p200_g8,200,155,276,6076716,192937648,16384,2,0,/home/ubuntu/spark-skew/results/s1_ec2/s1_ec2_skew8_rb256_c4_m1500m_p200_aqe0_lz4_rep1_ba6e49,46342,True,150297829,150297829,176160432,296373282,38052738.5,1279949,s1_ec2,2593,214.0,273,513,47043,sort
s1_ec2_skew8_rb256_c4_m1500m_p200_aqe0_lz4_rep2,8.0,256,4,1500m,200,False,lz4,2,30.626,7.788487601227438,12.060747663551401,45858,459707,5805284,78737,5182939,0,True,,0,12,266,/data/spark-skew-data/skew8_rb256_p200_g8,200,157,276,6070868,201326240,15104,2,0,/home/ubuntu/spark-skew/results/s1_ec2/s1_ec2_skew8_rb256_c4_m1500m_p200_aqe0_lz4_rep2_6e0402,46253,True,157434184,157434184,184549024,296373282,38052738.5,1279949,s1_ec2,2581,214.0,268,508,46969,sort
s1_ec2_skew8_rb256_c4_m1500m_p200_aqe0_lz4_rep3,8.0,256,4,1500m,200,False,lz4,3,30.533,7.788487601227438,11.851162790697675,46016,478885,5916360,88277,5156422,0,True,,0,8,92,/data/spark-skew-data/skew8_rb256_p200_g8,200,155,276,6063368,192937648,17644,2,0,/home/ubuntu/spark-skew/results/s1_ec2/s1_ec2_skew8_rb256_c4_m1500m_p200_aqe0_lz4_rep3_2901b3,46224,True,143168150,143168150,167771840,296373282,38052738.5,1279949,s1_ec2,2548,215.0,272,497,46911,sort
s1_ec2_skew8_rb256_c4_m1500m_p200_aqe0_lz4_rep4,8.0,256,4,1500m,200,False,lz4,4,31.857,7.788487601227438,11.804008908685969,48511,479950,5805084,90828,4867018,2,True,,0,9,124,/data/spark-skew-data/skew8_rb256_p200_g8,200,162,276,6102580,192937648,14336,2,0,/home/ubuntu/spark-skew/results/s1_ec2/s1_ec2_skew8_rb256_c4_m1500m_p200_aqe0_lz4_rep4_725c1c,48751,True,143168150,143168150,167771840,296373282,38052738.5,1279949,s1_ec2,2650,224.5,283,524,49477,sort
